Keyld,MyPN,Name,Description,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Block_Type,Number_of_Positions,Number_of_Levels,Number_of_Entries,Pitch_mm,Row_Spacing_mm,Wire_Gauge_AWG_MIN,Wire_Gauge_AWG_MAX,Wire_Gauge_mm2_MIN,Wire_Gauge_mm2_MAX,Wire_Strip_Length_mm,Wire_Diameter_Max_mm,Solid_Wire_Compatible,Stranded_Wire_Compatible,Ferrule_Compatible,Termination_Style,Terminal_Angle,Screw_Head_Type,Screw_Size,Clamp_Material,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Rated_Impulse_Withstand_Voltage_kV,Pollution_Degree,Overvoltage_Category,Insulation_Group,Mounting_Type,Mounting_Style,Orientation,Color,Housing_Material,Insulator_Material,Length_mm,Width_mm,Height_mm,Height_above_PCB_mm,Depth_mm,Panel_Cutout_Dimensions,DIN_Rail_Compatible,Locking_Mechanism,Stacking_Feature,Mating_Cycles,Wire_Retention_Force_N,Torque_Specification_Nm,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Flammability_Rating,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,UL_Standard,CSA_Certified,VDE_Certified,IEC_Standard,CE_Compliant,End_Cover_Required,End_Cover_PN,Marker_Strip_Compatible,Marker_Strip_PN,Jumpers_Compatible,Jumper_PN,Mounting_Foot_Required,Mounting_Foot_PN,PCB_Pad_Layout,Hole_Diameter_mm,Solder_Type,Solder_Temperature_C,Cleaning_Process,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Supplier,Datasheet,Drawing_2D,Drawing_3D,Certification_Documents,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-CON_530017,CON_BLOCK_PHOENIX_SPT_2_11_5.00_H,"SPT 2mm² 11-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x11,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_11-H-5.0_1x11_P5.0mm_Horizontal,*PhoenixContact*SPT*2*11*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_11-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,11,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,14.9,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530018,CON_BLOCK_PHOENIX_SPT_2_11_5.00_V,"SPT 2mm² 11-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x11,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_11-V-5.0-EX_1x11_P5.0mm_Vertical,*PhoenixContact*SPT*2*11*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_11-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,11,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,14.9,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530019,CON_BLOCK_PHOENIX_SPT_2_12_5.00_H,"SPT 2mm² 12-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x12,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_12-H-5.0-EX_1x12_P5.0mm_Horizontal,*PhoenixContact*SPT*2*12*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_12-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,12,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,14.9,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530020,CON_BLOCK_PHOENIX_SPT_2_12_5.00_H,"SPT 2mm² 12-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x12,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_12-H-5.0_1x12_P5.0mm_Horizontal,*PhoenixContact*SPT*2*12*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_12-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,12,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,14.9,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530021,CON_BLOCK_PHOENIX_SPT_2_12_5.00_V,"SPT 2mm² 12-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x12,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_12-V-5.0-EX_1x12_P5.0mm_Vertical,*PhoenixContact*SPT*2*12*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_12-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,12,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,14.9,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530022,CON_BLOCK_PHOENIX_SPT_2_2_5.00_H,"SPT 2mm² 2-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x02,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_2-H-5.0-EX_1x02_P5.0mm_Horizontal,*PhoenixContact*SPT*2*2*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_2-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,2,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530023,CON_BLOCK_PHOENIX_SPT_2_2_5.00_H,"SPT 2mm² 2-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x02,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_2-H-5.0_1x02_P5.0mm_Horizontal,*PhoenixContact*SPT*2*2*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_2-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,2,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530024,CON_BLOCK_PHOENIX_SPT_2_2_5.00_V,"SPT 2mm² 2-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x02,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_2-V-5.0-EX_1x02_P5.0mm_Vertical,*PhoenixContact*SPT*2*2*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_2-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,2,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530025,CON_BLOCK_PHOENIX_SPT_2_3_5.00_H,"SPT 2mm² 3-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x03,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_3-H-5.0-EX_1x03_P5.0mm_Horizontal,*PhoenixContact*SPT*2*3*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_3-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,3,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530026,CON_BLOCK_PHOENIX_SPT_2_3_5.00_H,"SPT 2mm² 3-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x03,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_3-H-5.0_1x03_P5.0mm_Horizontal,*PhoenixContact*SPT*2*3*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_3-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,3,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530027,CON_BLOCK_PHOENIX_SPT_2_3_5.00_V,"SPT 2mm² 3-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x03,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_3-V-5.0-EX_1x03_P5.0mm_Vertical,*PhoenixContact*SPT*2*3*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_3-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,3,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530028,CON_BLOCK_PHOENIX_SPT_2_4_5.00_H,"SPT 2mm² 4-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x04,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_4-H-5.0-EX_1x04_P5.0mm_Horizontal,*PhoenixContact*SPT*2*4*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_4-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,4,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530029,CON_BLOCK_PHOENIX_SPT_2_4_5.00_H,"SPT 2mm² 4-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x04,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_4-H-5.0_1x04_P5.0mm_Horizontal,*PhoenixContact*SPT*2*4*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_4-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,4,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530030,CON_BLOCK_PHOENIX_SPT_2_4_5.00_V,"SPT 2mm² 4-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x04,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_4-V-5.0-EX_1x04_P5.0mm_Vertical,*PhoenixContact*SPT*2*4*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_4-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,4,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,17.5,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530031,CON_BLOCK_PHOENIX_SPT_2_5_5.00_H,"SPT 2mm² 5-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x05,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_5-H-5.0-EX_1x05_P5.0mm_Horizontal,*PhoenixContact*SPT*2*5*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_5-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,5,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530032,CON_BLOCK_PHOENIX_SPT_2_5_5.00_H,"SPT 2mm² 5-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x05,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_5-H-5.0_1x05_P5.0mm_Horizontal,*PhoenixContact*SPT*2*5*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_5-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,5,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530033,CON_BLOCK_PHOENIX_SPT_2_5_5.00_V,"SPT 2mm² 5-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x05,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_5-V-5.0-EX_1x05_P5.0mm_Vertical,*PhoenixContact*SPT*2*5*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_5-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,5,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530034,CON_BLOCK_PHOENIX_SPT_2_6_5.00_H,"SPT 2mm² 6-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x06,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_6-H-5.0-EX_1x06_P5.0mm_Horizontal,*PhoenixContact*SPT*2*6*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_6-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,6,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530035,CON_BLOCK_PHOENIX_SPT_2_6_5.00_H,"SPT 2mm² 6-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x06,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_6-H-5.0_1x06_P5.0mm_Horizontal,*PhoenixContact*SPT*2*6*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_6-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,6,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530036,CON_BLOCK_PHOENIX_SPT_2_6_5.00_V,"SPT 2mm² 6-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x06,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_6-V-5.0-EX_1x06_P5.0mm_Vertical,*PhoenixContact*SPT*2*6*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_6-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,6,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530037,CON_BLOCK_PHOENIX_SPT_2_7_5.00_H,"SPT 2mm² 7-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x07,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_7-H-5.0-EX_1x07_P5.0mm_Horizontal,*PhoenixContact*SPT*2*7*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_7-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,7,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530038,CON_BLOCK_PHOENIX_SPT_2_7_5.00_H,"SPT 2mm² 7-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x07,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_7-H-5.0_1x07_P5.0mm_Horizontal,*PhoenixContact*SPT*2*7*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_7-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,7,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530039,CON_BLOCK_PHOENIX_SPT_2_7_5.00_V,"SPT 2mm² 7-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x07,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_7-V-5.0-EX_1x07_P5.0mm_Vertical,*PhoenixContact*SPT*2*7*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_7-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,7,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530040,CON_BLOCK_PHOENIX_SPT_2_8_5.00_H,"SPT 2mm² 8-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x08,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_8-H-5.0-EX_1x08_P5.0mm_Horizontal,*PhoenixContact*SPT*2*8*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_8-H-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,8,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530041,CON_BLOCK_PHOENIX_SPT_2_8_5.00_H,"SPT 2mm² 8-position terminal block, pitch 5.00mm, Horizontal, Push-in connection, 400V",Connector_Generic:Conn_01x08,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_8-H-5.0_1x08_P5.0mm_Horizontal,*PhoenixContact*SPT*2*8*Pitch5.00mm*Horizontal*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_8-H-5.0,SPT 2,Terminal Block,PCB Mount,Header,8,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,0°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Horizontal,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
,EL-CON_530042,CON_BLOCK_PHOENIX_SPT_2_8_5.00_V,"SPT 2mm² 8-position terminal block, pitch 5.00mm, Vertical, Push-in connection, 400V",Connector_Generic:Conn_01x08,MyLib_Connector_Phoenix_SPT:PhoenixContact_SPT_2.5_8-V-5.0-EX_1x08_P5.0mm_Vertical,*PhoenixContact*SPT*2*8*Pitch5.00mm*Vertical*,THT,Phoenix Contact,PhoenixContact_SPT_2.5_8-V-5.0-EX,SPT 2,Terminal Block,PCB Mount,Header,8,1,,5.0,,18,14,1.0,2.0,10.0,,,,,Push-In,90°,None,,,15.8,,400.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,spt,push-in,terminal block,2mm2,400v",,2026-02-17 03:22:19,,,,0,0
