Keyld,MyPN,Name,Description,Symbol,Footprint,Footprint_Filter,Package,Manufacturer,Manufacturer_PN,Series,Category,Subcategory,Block_Type,Number_of_Positions,Number_of_Levels,Number_of_Entries,Pitch_mm,Row_Spacing_mm,Wire_Gauge_AWG_MIN,Wire_Gauge_AWG_MAX,Wire_Gauge_mm2_MIN,Wire_Gauge_mm2_MAX,Wire_Strip_Length_mm,Wire_Diameter_Max_mm,Solid_Wire_Compatible,Stranded_Wire_Compatible,Ferrule_Compatible,Termination_Style,Terminal_Angle,Screw_Head_Type,Screw_Size,Clamp_Material,Current_Rating_A,Current_Rating_Total_A,Voltage_Rating_V,Rated_Impulse_Withstand_Voltage_kV,Pollution_Degree,Overvoltage_Category,Insulation_Group,Mounting_Type,Mounting_Style,Orientation,Color,Housing_Material,Insulator_Material,Length_mm,Width_mm,Height_mm,Height_above_PCB_mm,Depth_mm,Panel_Cutout_Dimensions,DIN_Rail_Compatible,Locking_Mechanism,Stacking_Feature,Mating_Cycles,Wire_Retention_Force_N,Torque_Specification_Nm,Operating_Temp_Min_C,Operating_Temp_Max_C,Storage_Temp_Min_C,Storage_Temp_Max_C,IP_Rating,Flammability_Rating,RoHS_Compliant,REACH_Compliant,UL_Certified,UL_File_Number,UL_Standard,CSA_Certified,VDE_Certified,IEC_Standard,CE_Compliant,End_Cover_Required,End_Cover_PN,Marker_Strip_Compatible,Marker_Strip_PN,Jumpers_Compatible,Jumper_PN,Mounting_Foot_Required,Mounting_Foot_PN,PCB_Pad_Layout,Hole_Diameter_mm,Solder_Type,Solder_Temperature_C,Cleaning_Process,LCSC_PN,LCSC_URL,Mouser_PN,Mouser_URL,Digikey_PN,Digikey_URL,Farnell_PN,Farnell_URL,Newark_PN,Newark_URL,RS_PN,RS_URL,StockQty,Min_Stock,Max_Stock,StockPlace,Price,Currency,MOQ,Packaging,Supplier,Datasheet,Drawing_2D,Drawing_3D,Certification_Documents,Assembly_Instructions,Active,Notes,Tags,CreatedBy,CreatedAt,ModifiedBy,ModifiedAt,Version,Exclude_from_BOM,Exclude_from_Board
,EL-CON_500001,CON_BLOCK_PHOENIX_MCV_10_3.50_V,"MCV 10-position terminal block, pitch 3.50mm, Vertical",Connector_Generic:Conn_01x10,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_10-G-3.5_1x10_P3.50mm_Vertical",*PhoenixContact*MCV*10*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_10-G-3.5","MC 1,5",Terminal Block,PCB Mount,Header,10,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500002,CON_BLOCK_PHOENIX_MCV_10_3.81_V,"MCV 10-position terminal block, pitch 3.81mm, Vertical",Connector_Generic:Conn_01x10,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_10-G-3.81_1x10_P3.81mm_Vertical",*PhoenixContact*MCV*10*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_10-G-3.81","MC 1,5",Terminal Block,PCB Mount,Header,10,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500003,CON_BLOCK_PHOENIX_MCV_10_3.50_V_FLANGE,"MCV 10-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x10_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_10-GF-3.5_1x10_P3.50mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*10*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_10-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,10,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500004,CON_BLOCK_PHOENIX_MCV_10_3.50_V_FLANGE,"MCV 10-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x10_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_10-GF-3.5_1x10_P3.50mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*10*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_10-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,10,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500005,CON_BLOCK_PHOENIX_MCV_10_3.81_V_FLANGE,"MCV 10-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x10_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_10-GF-3.81_1x10_P3.81mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*10*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_10-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,10,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500006,CON_BLOCK_PHOENIX_MCV_10_3.81_V_FLANGE,"MCV 10-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x10_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_10-GF-3.81_1x10_P3.81mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*10*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_10-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,10,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500007,CON_BLOCK_PHOENIX_MCV_11_3.50_V,"MCV 11-position terminal block, pitch 3.50mm, Vertical",Connector_Generic:Conn_01x11,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_11-G-3.5_1x11_P3.50mm_Vertical",*PhoenixContact*MCV*11*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_11-G-3.5","MC 1,5",Terminal Block,PCB Mount,Header,11,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500008,CON_BLOCK_PHOENIX_MCV_11_3.81_V,"MCV 11-position terminal block, pitch 3.81mm, Vertical",Connector_Generic:Conn_01x11,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_11-G-3.81_1x11_P3.81mm_Vertical",*PhoenixContact*MCV*11*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_11-G-3.81","MC 1,5",Terminal Block,PCB Mount,Header,11,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500009,CON_BLOCK_PHOENIX_MCV_11_3.50_V_FLANGE,"MCV 11-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x11_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_11-GF-3.5_1x11_P3.50mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*11*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_11-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,11,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500010,CON_BLOCK_PHOENIX_MCV_11_3.50_V_FLANGE,"MCV 11-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x11_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_11-GF-3.5_1x11_P3.50mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*11*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_11-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,11,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500011,CON_BLOCK_PHOENIX_MCV_11_3.81_V_FLANGE,"MCV 11-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x11_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_11-GF-3.81_1x11_P3.81mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*11*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_11-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,11,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500012,CON_BLOCK_PHOENIX_MCV_11_3.81_V_FLANGE,"MCV 11-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x11_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_11-GF-3.81_1x11_P3.81mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*11*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_11-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,11,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500013,CON_BLOCK_PHOENIX_MCV_12_3.50_V,"MCV 12-position terminal block, pitch 3.50mm, Vertical",Connector_Generic:Conn_01x12,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_12-G-3.5_1x12_P3.50mm_Vertical",*PhoenixContact*MCV*12*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_12-G-3.5","MC 1,5",Terminal Block,PCB Mount,Header,12,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500014,CON_BLOCK_PHOENIX_MCV_12_3.81_V,"MCV 12-position terminal block, pitch 3.81mm, Vertical",Connector_Generic:Conn_01x12,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_12-G-3.81_1x12_P3.81mm_Vertical",*PhoenixContact*MCV*12*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_12-G-3.81","MC 1,5",Terminal Block,PCB Mount,Header,12,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500015,CON_BLOCK_PHOENIX_MCV_12_3.50_V_FLANGE,"MCV 12-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x12_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_12-GF-3.5_1x12_P3.50mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*12*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_12-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,12,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500016,CON_BLOCK_PHOENIX_MCV_12_3.50_V_FLANGE,"MCV 12-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x12_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_12-GF-3.5_1x12_P3.50mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*12*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_12-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,12,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500017,CON_BLOCK_PHOENIX_MCV_12_3.81_V_FLANGE,"MCV 12-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x12_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_12-GF-3.81_1x12_P3.81mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*12*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_12-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,12,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500018,CON_BLOCK_PHOENIX_MCV_12_3.81_V_FLANGE,"MCV 12-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x12_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_12-GF-3.81_1x12_P3.81mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*12*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_12-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,12,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500019,CON_BLOCK_PHOENIX_MCV_13_3.50_V,"MCV 13-position terminal block, pitch 3.50mm, Vertical",Connector_Generic:Conn_01x13,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_13-G-3.5_1x13_P3.50mm_Vertical",*PhoenixContact*MCV*13*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_13-G-3.5","MC 1,5",Terminal Block,PCB Mount,Header,13,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500020,CON_BLOCK_PHOENIX_MCV_13_3.81_V,"MCV 13-position terminal block, pitch 3.81mm, Vertical",Connector_Generic:Conn_01x13,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_13-G-3.81_1x13_P3.81mm_Vertical",*PhoenixContact*MCV*13*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_13-G-3.81","MC 1,5",Terminal Block,PCB Mount,Header,13,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500021,CON_BLOCK_PHOENIX_MCV_13_3.50_V_FLANGE,"MCV 13-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x13_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_13-GF-3.5_1x13_P3.50mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*13*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_13-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,13,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500022,CON_BLOCK_PHOENIX_MCV_13_3.50_V_FLANGE,"MCV 13-position, pitch 3.50mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x13_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_13-GF-3.5_1x13_P3.50mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*13*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_13-GF-3.5","MC 1,5",Terminal Block,PCB Mount,Header,13,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500023,CON_BLOCK_PHOENIX_MCV_13_3.81_V_FLANGE,"MCV 13-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x13_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_13-GF-3.81_1x13_P3.81mm_Vertical_ThreadedFlange",*PhoenixContact*MCV*13*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_13-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,13,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500024,CON_BLOCK_PHOENIX_MCV_13_3.81_V_FLANGE,"MCV 13-position, pitch 3.81mm, Vertical, with threaded flange",Connector_Generic_MountingPin:Conn_01x13_MountingPin,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_13-GF-3.81_1x13_P3.81mm_Vertical_ThreadedFlange_MountHole",*PhoenixContact*MCV*13*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_13-GF-3.81","MC 1,5",Terminal Block,PCB Mount,Header,13,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole - Flange Mount,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,With threaded flange for panel mounting,"phoenix,mc,terminal block,flange",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500025,CON_BLOCK_PHOENIX_MCV_14_3.50_V,"MCV 14-position terminal block, pitch 3.50mm, Vertical",Connector_Generic:Conn_01x14,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_14-G-3.5_1x14_P3.50mm_Vertical",*PhoenixContact*MCV*14*Pitch3.50mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_14-G-3.5","MC 1,5",Terminal Block,PCB Mount,Header,14,1,,3.5,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,10.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
,EL-CON_500026,CON_BLOCK_PHOENIX_MCV_14_3.81_V,"MCV 14-position terminal block, pitch 3.81mm, Vertical",Connector_Generic:Conn_01x14,"MyLib_Connector_Phoenix_MC:PhoenixContact_MCV_1,5_14-G-3.81_1x14_P3.81mm_Vertical",*PhoenixContact*MCV*14*Pitch3.81mm*Vertical*,THT,Phoenix Contact,"PhoenixContact_MCV_1,5_14-G-3.81","MC 1,5",Terminal Block,PCB Mount,Header,14,1,,3.81,,26,16,0.14,1.5,7.0,,,,,Screw,90°,Slotted,,,12.0,,250.0,,,,,PCB,Through Hole,Vertical,Green,Polyamide (PA),,,,,,,,,,,,,,-40,105,,,,UL94V-0,1,,1,,,,1,IEC 60947-7-4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,"phoenix,mc,terminal block",,2026-02-17 02:00:54,,,,0,0
