Symbol,Value,Footprint,Description,Tags,Footprint_Filter,Datasheet
Interface_USB:FT232BM,FT232BM,Package_QFP:LQFP-32_7x7mm_P0.8mm,"Hi Speed Single Channel USB UART/FIFO, LQFP-32",FTDI USB Single UART FIFO,LQFP*7x7mm*P0.8mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT232BM.pdf
Interface_USB:FT232H,FT232H,,"Hi Speed Single Channel USB UART/FIFO, LQFP/QFN-48",FTDI USB Single UART FIFO,QFN*1EP*8x8mm*P0.5mm* LQFP*7x7mm*P0.5mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT232H.pdf
Interface_USB:FT232RL,FT232RL,Package_SO:SSOP-28_5.3x10.2mm_P0.65mm,"USB to Serial Interface, SSOP-28",FTDI USB Serial,SSOP*5.3x10.2mm*P0.65mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT232R.pdf
Interface_USB:FT234XD,FT234XD,Package_DFN_QFN:WDFN-12-1EP_3x3mm_P0.45mm_EP1.7x2.5mm,"Full Speed USB to Basic UART, WDFN-12",FTDI Serial,WDFN*1EP*3x3mm*P0.45mm*,https://ftdichip.com/wp-content/uploads/2024/05/DS_FT234XD.pdf
Interface_USB:FT240XQ,FT240XQ,Package_DFN_QFN:QFN-24-1EP_4x4mm_P0.5mm_EP2.6x2.6mm,"Full Speed USB to 8-Bit FIFO, QFN-24",FTDI USB FIFO interface converter,QFN*4x4mm*P0.5mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT240X.pdf
Interface_USB:FT240XS,FT240XS,Package_SO:SSOP-24_3.9x8.7mm_P0.635mm,"Full Speed USB to 8-Bit FIFO, SSOP-24",FTDI USB FIFO interface converter,SSOP*3.9x8.7mm*P0.635mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT240X.pdf
Interface_USB:FT245BM,FT245BM,Package_QFP:LQFP-32_7x7mm_P0.8mm,"Full Speed USB to 8-Bit FIFO, LQFP-32",FTDI USB FIFO Interface Converter,LQFP*7x7mm*P0.8mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT245BM.pdf
Interface_USB:FT4222HQ,FT4222HQ,Package_DFN_QFN:VQFN-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm,"USB 2.0 to Quad SPI or I2C Bridge, VQFN-32",USB SPI I2C FTDI Bridge Converter Interface,VQFN*5x5mm*P0.5mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT4222H.pdf
Interface_USB:FT4232H,FT4232H,,"Hi Speed Quad Channel USB UART/FIFO, LQFP/QFN-64",FTDI USB Quad UART FIFO,QFN*1EP*9x9mm*P0.5mm* LQFP*10x10mm*P0.5mm*,https://www.ftdichip.com/Support/Documents/DataSheets/ICs/DS_FT4232H.pdf
Interface_USB:FT601Q,FT601Q,Package_DFN_QFN:QFN-76-1EP_9x9mm_P0.4mm_EP5.81x6.31mm,"USB 3.0 Super-Speed to 32 bits Sync FIFO, QFN-76",FTDI USB 3.0 FIFO,*QFN*1EP*9x9mm*P0.4mm*,https://ftdichip.com/wp-content/uploads/2020/07/DS_FT600Q-FT601Q-IC-Datasheet.pdf
