"Symbol","Value","Footprint","Description","Tags","Footprint_Filter","Datasheet"
"Filter:MAX7405xPA","MAX7405xPA","Package_DIP:DIP-8_W7.62mm","8th-Order Active Low Pass Filter, 0.001 to 5kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7401-MAX7405.pdf"
"Filter:MAX7405xSA","MAX7405xSA","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","8th-Order Active Low Pass Filter, 0.001 to 5kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, SOIC-8","Analog-Devices","SOIC*3.9x4.9mm*P1.27mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7401-MAX7405.pdf"
"Filter:MAX7407xPA","MAX7407xPA","Package_DIP:DIP-8_W7.62mm","8th-Order Active Low Pass Filter, 0.001 to 10kHz, Elliptic Response, 1.2 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/en/max7400/datasheet"
"Filter:MAX7407xSA","MAX7407xSA","Package_SO:SOIC-8_3.9x4.9mm_P1.27mm","8th-Order Active Low Pass Filter, 0.001 to 10kHz, Elliptic Response, 1.2 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, SOIC-8","Analog-Devices","SOIC*3.9x4.9mm*P1.27mm*","https://www.analog.com/en/max7400/datasheet"
"Filter:MAX7408xPA","MAX7408xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.6 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7408xUA","MAX7408xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.6 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7409xPA","MAX7409xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7409xUA","MAX7409xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7410xPA","MAX7410xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Butterworth Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7410xUA","MAX7410xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Butterworth Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7411xPA","MAX7411xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.25 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7411xUA","MAX7411xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.25 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7412xPA","MAX7412xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.6 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7412xUA","MAX7412xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.6 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7413xPA","MAX7413xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7413xUA","MAX7413xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7414xPA","MAX7414xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Butterworth Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7414xUA","MAX7414xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Butterworth Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7409-MAX7414.pdf"
"Filter:MAX7415xPA","MAX7415xPA","Package_DIP:DIP-8_W7.62mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.25 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, DIP-8","Analog-Devices","DIP*W7.62mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7415xUA","MAX7415xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 15kHz, Elliptic Response, 1.25 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/MAX7408-MAX7415.pdf"
"Filter:MAX7418xUA","MAX7418xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 30kHz, Elliptic Response, 1.6 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/max7418-max7425.pdf"
"Filter:MAX7419xUA","MAX7419xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 30kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/max7418-max7425.pdf"
"Filter:MAX7420xUA","MAX7420xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 30kHz, Butterworth Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/max7418-max7425.pdf"
"Filter:MAX7421xUA","MAX7421xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 30kHz, Elliptic Response, 1.25 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 5V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/max7418-max7425.pdf"
"Filter:MAX7422xUA","MAX7422xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 45kHz, Elliptic Response, 1.6 Transition Ratio, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/max7418-max7425.pdf"
"Filter:MAX7423xUA","MAX7423xUA","Package_SO:MSOP-8_3x3mm_P0.65mm","5th-Order Active Low Pass Filter, 0.001 to 45kHz, Bessel Response, Clock Tunable, 100:1 Clock to Cutoff Frequency, 3V Max supply, MSOP-8","Analog-Devices","MSOP*3x3mm*P0.65mm*","https://www.analog.com/media/en/technical-documentation/data-sheets/max7418-max7425.pdf"
