"Database_Symbol","Value","Footprint","Description","Tags","Footprint_Filter","Datasheet"
"Relay_SolidState:CPC1018N","CPC1018N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form A, Solid State Relay (Photo MOSFET) 60V, 0.6A, 0.8Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-A NO","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1018n-datasheet?assetguid=5754d8fa-80db-484b-bf90-fc616cb67e8f"
"Relay_SolidState:CPC1019N","CPC1019N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form A, Solid State Relay (Photo MOSFET) 60V, 0.75A, 0.6Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-A NO","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1019n-datasheet?assetguid=f53ebba8-909a-4e2e-b205-3cc8714f267a"
"Relay_SolidState:CPC1020N","CPC1020N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form A, Solid State Relay (Photo MOSFET) 30V, 1.2A, 0.25Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-A NO","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1020n-datasheet?assetguid=ccf92761-d571-4531-b987-0d7a91fc62dc"
"Relay_SolidState:CPC1025N","CPC1025N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form A, Solid State Relay (Photo MOSFET) 400V, 0.12A, 30Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-A NO","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1025n-datasheet?assetguid=f83a7ed9-4a5d-4b13-8652-7d093ca2e352"
"Relay_SolidState:CPC1030N","CPC1030N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form A, Solid State Relay (Photo MOSFET) 350V, 0.12A, 30Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-A NO","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1030n-datasheet?assetguid=facfd247-1195-414c-8f91-6dc240158537"
"Relay_SolidState:CPC1035N","CPC1035N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form A, Solid State Relay (Photo MOSFET) 350V, 0.1A, 35Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-A NO","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1035n-datasheet?assetguid=08bd8157-8d72-40fa-ab7a-62246e4327d5"
"Relay_SolidState:CPC1106N","CPC1106N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 60V, 0.075A, 10Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1106n-datasheet?assetguid=700e8e37-bfc3-4023-a153-1c031d201fce"
"Relay_SolidState:CPC1114N","CPC1114N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 60V, 0.4A, 2Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1114n-datasheet?assetguid=dbaad391-0a1b-4914-b92a-7b447aea7fb7"
"Relay_SolidState:CPC1117N","CPC1117N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 60V, 0.15A, AC/DC, 16Ohm, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1117n-datasheet?assetguid=b6b0537a-0143-41a4-a4c0-1f9a706a4d7a"
"Relay_SolidState:CPC1125N","CPC1125N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 400V, 0.1A, 35Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1125n-datasheet?assetguid=3df1af1c-e64d-4dc9-bd80-e20ab839a1e0"
"Relay_SolidState:CPC1130N","CPC1130N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 350V, 0.12A, 30Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1130n-datasheet?assetguid=f3fbc846-6487-49f7-a3e5-cf8ba50cc255"
"Relay_SolidState:CPC1135N","CPC1135N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 350V, 0.12A, 35Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1135n-datasheet?assetguid=75801530-da77-442e-93b8-e268f3ce6762"
"Relay_SolidState:CPC1150N","CPC1150N","Package_SO:SOP-4_3.8x4.1mm_P2.54mm","Form B, Solid State Relay (Photo MOSFET) 350V, 0.12A, 50Ohm, AC/DC, SO-4","MOSFET Output Photorelay 1-Form-B NC","SOP*3.8x4.1mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc1150n-datasheet?assetguid=7f3e9a05-5c4a-493e-bfe5-2075df32c7f9"
"Relay_SolidState:CPC2125N","CPC2125N","Package_SO:SOIC-8_3.81x9.347mm_P2.54mm","Dual Form B, Solid State Relay (Photo MOSFET) 400V, 0.1A, 35Ohm, SO-8","MOSFET Output Photorelay 1-Form-B NC","SOIC*3.81x9.347mm*P2.54mm*","https://www.littelfuse.com/assetdocs/littelfuse-integrated-circuits-cpc2125n-datasheet?assetguid=a22cc393-173e-4525-944b-0453a5a13b51"
"Relay_SolidState:FOD420","FOD420","Package_DIP:DIP-6_W7.62mm","Random Phase Opto-Triac, Vdrm 600V, Ift 0.75mA, Itm 300mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FOD4218-D.PDF"
"Relay_SolidState:FOD4208","FOD4208","Package_DIP:DIP-6_W7.62mm","Random Phase Opto-Triac, Vdrm 800V, Ift 0.75mA, Itm 300mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FOD4218-D.PDF"
"Relay_SolidState:FOD4216","FOD4216","Package_DIP:DIP-6_W7.62mm","Random Phase Opto-Triac, Vdrm 600V, Ift 0.75mA, Itm 300mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FOD4218-D.PDF"
"Relay_SolidState:FOD4218","FOD4218","Package_DIP:DIP-6_W7.62mm","Random Phase Opto-Triac, Vdrm 800V, Ift 0.75mA, Itm 300mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FOD4218-D.PDF"
"Relay_SolidState:FODM3011","FODM3011","Package_DIP:SMDIP-4_W7.62mm","Full Pitch Mini-Flat Random Phase Opto-Triac, Vdrm 250V, Ift 10mA, MFP 4L","Opto-Triac Opto Triac Random Phase Mini-Flat","SMDIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FODM3053_NF098-D.PDF"
"Relay_SolidState:FODM3012","FODM3012","Package_DIP:SMDIP-4_W7.62mm","Full Pitch Mini-Flat Random Phase Opto-Triac, Vdrm 250V, Ift 5mA, MFP 4L","Opto-Triac Opto Triac Random Phase Mini-Flat","SMDIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FODM3053_NF098-D.PDF"
"Relay_SolidState:FODM3022","FODM3022","Package_DIP:SMDIP-4_W7.62mm","Full Pitch Mini-Flat Random Phase Opto-Triac, Vdrm 400V, Ift 10mA, MFP 4L","Opto-Triac Opto Triac Random Phase Mini-Flat","SMDIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FODM3053_NF098-D.PDF"
"Relay_SolidState:FODM3023","FODM3023","Package_DIP:SMDIP-4_W7.62mm","Full Pitch Mini-Flat Random Phase Opto-Triac, Vdrm 400V, Ift 5mA, MFP 4L","Opto-Triac Opto Triac Random Phase Mini-Flat","SMDIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FODM3053_NF098-D.PDF"
"Relay_SolidState:FODM3052","FODM3052","Package_DIP:SMDIP-4_W7.62mm","Full Pitch Mini-Flat Random Phase Opto-Triac, Vdrm 600V, Ift 10mA, MFP 4L","Opto-Triac Opto Triac Random Phase Mini-Flat","SMDIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FODM3053_NF098-D.PDF"
"Relay_SolidState:FODM3053","FODM3053","Package_DIP:SMDIP-4_W7.62mm","Full Pitch Mini-Flat Random Phase Opto-Triac, Vdrm 600V, Ift 5mA, MFP 4L","Opto-Triac Opto Triac Random Phase Mini-Flat","SMDIP*W7.62mm*","https://www.onsemi.com/pub/Collateral/FODM3053_NF098-D.PDF"
"Relay_SolidState:HHG1D-1","HHG1D-1","Relay_THT:Relay_NCR_HHG1D-1","NCR zero cross solid state relay 1A, 2A, 3A, 4A","ssr","Relay*HHG1D*","https://ncr.hk/uploads/Relays/Solid_State_Relays/HHG1D-1.pdf"
"Relay_SolidState:LAA110","LAA110","Package_DIP:DIP-8_W7.62mm","Dual Single-Pole, Normally Open OptoMOS® Relay, DIP-8","Dual MOSFET Output Photorelay 1-Form-A","DIP*W7.62mm*","http://www.clare.com/home/pdfs.nsf/www/LAA110.pdf/$file/LAA110.pdf"
"Relay_SolidState:LBB110","LBB110","Package_DIP:DIP-8_W7.62mm","Dual Single-Pole, Normally Closed OptoMOS® Relay, DIP-8","Dual MOSFET Output Photorelay 1-Form-B","DIP*W7.62mm*","http://www.ixysic.com/home/pdfs.nsf/www/LBB110.pdf/$file/LBB110.pdf"
"Relay_SolidState:LCC110","LCC110","Package_DIP:DIP-8_W7.62mm","1-Form-C OptoMOS® Relay, DIP-8","MOSFET Output Photorelay 1-Form-C","DIP*W7.62mm*","http://www.ixysic.com/home/pdfs.nsf/www/LCC110.pdf/$file/LCC110.pdf"
"Relay_SolidState:MOC3010M","MOC3010M","","Random Phase Opto-Triac, Vdrm 250V, Ift 15mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3011M","MOC3011M","","Random Phase Opto-Triac, Vdrm 250V, Ift 10mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3012M","MOC3012M","","Random Phase Opto-Triac, Vdrm 250V, Ift 5mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3020M","MOC3020M","","Random Phase Opto-Triac, Vdrm 400V, Ift 30mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3021M","MOC3021M","","Random Phase Opto-Triac, Vdrm 400V, Ift 15mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3022M","MOC3022M","","Random Phase Opto-Triac, Vdrm 400V, Ift 10mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3023M","MOC3023M","","Random Phase Opto-Triac, Vdrm 400V, Ift 5mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3023M-D.PDF"
"Relay_SolidState:MOC3031M","MOC3031M","","Zero Cross Opto-Triac, Vdrm 250V, Ift 15mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf"
"Relay_SolidState:MOC3032M","MOC3032M","","Zero Cross Opto-Triac, Vdrm 250V, Ift 10mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf"
"Relay_SolidState:MOC3033M","MOC3033M","","Zero Cross Opto-Triac, Vdrm 250V, Ift 5mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf"
"Relay_SolidState:MOC3041M","MOC3041M","","Zero Cross Opto-Triac, Vdrm 400V, Ift 15mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf"
"Relay_SolidState:MOC3042M","MOC3042M","","Zero Cross Opto-Triac, Vdrm 400V, Ift 10mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf"
"Relay_SolidState:MOC3043M","MOC3043M","","Zero Cross Opto-Triac, Vdrm 400V, Ift 5mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3043M-D.pdf"
"Relay_SolidState:MOC3051M","MOC3051M","","Random Phase Opto-Triac, Vdrm 600V, Ift 15mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3052M-D.PDF"
"Relay_SolidState:MOC3052M","MOC3052M","","Random Phase Opto-Triac, Vdrm 600V, Ift 10mA, DIP6","Opto-Triac Opto Triac Random Phase","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3052M-D.PDF"
"Relay_SolidState:MOC3061M","MOC3061M","","Zero Cross Opto-Triac, Vdrm 600V, Ift 15mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf"
"Relay_SolidState:MOC3062M","MOC3062M","","Zero Cross Opto-Triac, Vdrm 600V, Ift 10mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf"
"Relay_SolidState:MOC3063M","MOC3063M","","Zero Cross Opto-Triac, Vdrm 600V, Ift 5mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf"
"Relay_SolidState:MOC3081M","MOC3081M","","Zero Cross Opto-Triac, Vdrm 800V, Ift 15mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3083M-D.PDF"
"Relay_SolidState:MOC3082M","MOC3082M","","Zero Cross Opto-Triac, Vdrm 800V, Ift 10mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3083M-D.PDF"
"Relay_SolidState:MOC3083M","MOC3083M","","Zero Cross Opto-Triac, Vdrm 800V, Ift 5mA, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3083M-D.PDF"
"Relay_SolidState:MOC3162M","MOC3162M","","Zero Cross Opto-Triac, Vdrm 600V, Ift 10mA, dv/dt 1000, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf"
"Relay_SolidState:MOC3163M","MOC3163M","","Zero Cross Opto-Triac, Vdrm 600V, Ift 5mA, dv/dt 1000, DIP6","Opto-Triac Opto Triac Zero Cross","DIP*W7.62mm* SMDIP*W9.53mm* DIP*W10.16mm*","https://www.onsemi.com/pub/Collateral/MOC3163M-D.pdf"
"Relay_SolidState:S102S01","S102S01","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Random Phase Opto-Triac, Vdrm 400V, Ift 8mA, IT 8A","Opto-Triac Opto Triac Random Phase Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s01_e.pdf"
"Relay_SolidState:S102S02","S102S02","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Zero Cross Opto-Triac, Vdrm 400V, Ift 8mA, IT 8A","Opto-Triac Opto Triac Zero Cross Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s02_e.pdf"
"Relay_SolidState:S112S01","S112S01","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Random Phase Opto-Triac, Vdrm 400V, Ift 8mA, IT 12A","Opto-Triac Opto Triac Random Phase Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s112s01_e.pdf"
"Relay_SolidState:S116S01","S116S01","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Random Phase Opto-Triac, Vdrm 400V, Ift 8mA, IT 16A","Opto-Triac Opto Triac Random Phase Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s01_e.pdf"
"Relay_SolidState:S116S02","S116S02","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Zero Cross Opto-Triac, Vdrm 400V, Ift 8mA, IT 16A","Opto-Triac Opto Triac Zero Cross Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s02_e.pdf"
"Relay_SolidState:S202S01","S202S01","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Random Phase Opto-Triac, Vdrm 600V, Ift 8mA, IT 8A","Opto-Triac Opto Triac Random Phase Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s01_e.pdf"
"Relay_SolidState:S202S02","S202S02","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Zero Cross Opto-Triac, Vdrm 600V, Ift 8mA, IT 8A","Opto-Triac Opto Triac Zero Cross Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s102s02_e.pdf"
"Relay_SolidState:S212S01","S212S01","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Random Phase Opto-Triac, Vdrm 600V, Ift 8mA, IT 12A","Opto-Triac Opto Triac Random Phase Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s112s01_e.pdf"
"Relay_SolidState:S216S01","S216S01","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Random Phase Opto-Triac, Vdrm 600V, Ift 8mA, IT 16A","Opto-Triac Opto Triac Random Phase Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s01_e.pdf"
"Relay_SolidState:S216S02","S216S02","Package_SIP:SIP4_Sharp-SSR_P7.62mm_Straight","Zero Cross Opto-Triac, Vdrm 600V, Ift 8mA, IT 16A","Opto-Triac Opto Triac Zero Cross Solid State Relays","SIP4*Sharp*SSR*P7.62mm*","http://www.sharp-world.com/products/device/lineup/data/pdf/datasheet/s116s02_e.pdf"
"Relay_SolidState:TLP141G","TLP141G","Package_SO:Toshiba_SOIC-5-6_4.4x3.6mm_P1.27mm","DC Optocoupler Thyristor Based, Vdrm 400V, It 150mA, Viso 2500V, SOIC-5-6 (MFSOP-5-6)","OptoThyristor DC Optocoupler","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","http://datasheet.octopart.com/TLP141G(U,F)-Toshiba-datasheet-134958.pdf"
"Relay_SolidState:TLP148G","TLP148G","Package_SO:Toshiba_SOIC-5-6_4.4x3.6mm_P1.27mm","DC Optocoupler Thyristor Based, Vdrm 400V, It 150mA, Viso 2500V, SOIC-5-6 (MFSOP-5-6)","OptoThyristor DC Optocoupler","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=1019&prodName=TLP148G"
"Relay_SolidState:TLP160G","TLP160G","Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm","Random Phase Opto-Triac, Vdrm 400V, Ift 5mA, SOIC-4-6 (MFSOP-4-6)","Opto-Triac Opto Triac Random","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","https://www.mouser.com/datasheet/2/408/TLP160G_datasheet_en_20190610-1134476.pdf"
"Relay_SolidState:TLP160J","TLP160J","Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm","Random Phase Opto-Triac, Vdrm 600V, Ift 7mA, SOIC-4-6 (MFSOP-4-6)","Opto-Triac Opto Triac Random","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=16919&prodName=TLP160J"
"Relay_SolidState:TLP161G","TLP161G","Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm","Zero Cross Opto-Triac, Vdrm 400V, Ift 5mA, SOIC-4-6 (MFSOP-4-6)","Opto-Triac Opto Triac Zero Cross","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","https://www.mouser.com/datasheet/2/408/TLP161G_datasheet_en_20190610-1150405.pdf"
"Relay_SolidState:TLP161J","TLP161J","Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm","Zero Cross Opto-Triac, Vdrm 600V, Ift 7mA, SOIC-4-6 (MFSOP-4-6)","Opto-Triac Opto Triac Zero Cross","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","https://www.mouser.com/datasheet/2/408/TLP161J_datasheet_en_20190610-1369330.pdf"
"Relay_SolidState:TLP175A","TLP175A","Package_SO:Toshiba_SOIC-4-6_4.4x3.6mm_P1.27mm","MOSFET Photorelay 1-Form-A, Voff 60V, Ion 100mA, SOIC-4-6 (MFSOP-4-6)","MOSFET Output Photorelay 1-Form-A","Toshiba?SOIC*6?4.4x3.6mm?P1.27mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=13665&prodName=TLP175A"
"Relay_SolidState:TLP222A","TLP222A","Package_DIP:DIP-4_W7.62mm","MOSFET Photorelay 1-Form-A, Voff 60V, Ion 0,5A, DIP4","MOSFET Output Photorelay 1-Form-A","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=17036&prodName=TLP222A"
"Relay_SolidState:TLP222A-2","TLP222A-2","Package_DIP:DIP-8_W7.62mm","Dual MOSFET Photorelay 1-Form-A, Voff 60V, Ion 0,5A, DIP8","Dual MOSFET Output Photorelay 1-Form-A","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=17036&prodName=TLP222A"
"Relay_SolidState:TLP3123","TLP3123","Package_SO:SO-4_4.4x3.9mm_P2.54mm","Solid State Relay (Photo MOSFET) 40V, 1A, 0.1Ohm, SO-4","MOSFET Output Photorelay 1-Form-A","SO*4.4x3.9mm*P2.54mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=10047&prodName=TLP3123"
"Relay_SolidState:TLP3542","TLP3542","Package_DIP:DIP-5-6_W7.62mm","Photo MOSFET optically coupled, ON 4A, 50mohm, OFF state 20V, Isolation 2500 VRMS, DIP-5-6","photocouplers photorelay solidstate relay normally opened (1-Form-A)","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=1284&prodName=TLP3542"
"Relay_SolidState:TLP3543","TLP3543","Package_DIP:DIP-6_W7.62mm","Photo MOSFET optically coupled, ON 4A, 50mohm, OFF state 20V, Isolation 2500 VRMS, DIP-6","photocouplers photorelay solidstate relay normally opened (1-Form-A)","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=12660&prodName=TLP3543"
"Relay_SolidState:TLP3544","TLP3544","Package_DIP:DIP-6_W7.62mm","Photo MOSFET optically coupled, ON 3.5A, 60mohm, OFF state 40V, Isolation 2500 VRMS, DIP-6","photocouplers photorelay solidstate relay normally opened (1-Form-A)","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=12661&prodName=TLP3544"
"Relay_SolidState:TLP3545","TLP3545","Package_DIP:DIP-6_W7.62mm","Photo MOSFET optically coupled, ON 3A, 70mohm, OFF state 60V, Isolation 2500 VRMS, DIP-6","photocouplers photorelay solidstate relay normally opened (1-Form-A)","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=12663&prodName=TLP3545"
"Relay_SolidState:TLP3546","TLP3546","Package_DIP:DIP-6_W7.62mm","Photo MOSFET optically coupled, ON 2A, 200mohm, OFF state 100V, Isolation 2500 VRMS, DIP-6","photocouplers photorelay solidstate relay normally opened (1-Form-A)","DIP*W7.62mm*","https://toshiba.semicon-storage.com/info/docget.jsp?did=12671&prodName=TLP3546"
