"Database_Symbol","Value","Footprint","Description","Tags","Footprint_Filter","Datasheet"
"Relay:EE2-4.5TNU","EE2-4.5TNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NU*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5TNUH","EE2-4.5TNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUH*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-4.5TNUX","EE2-4.5TNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 4.5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUX*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5NU","EE2-5NU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5NUH","EE2-5NUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5NUX","EE2-5NUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), non-latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil non latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5SNU","EE2-5SNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NU*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5SNUH","EE2-5SNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUH*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5SNUX","EE2-5SNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_NKX","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), single coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil single coil latching","Relay*DPDT*Kemet*EE2*NUX*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5TNU","EE2-5TNU","Relay_SMD:Relay_DPDT_Kemet_EE2_NU_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NU*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5TNUH","EE2-5TNUH","Relay_SMD:Relay_DPDT_Kemet_EE2_NUH_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, small footprint SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUH*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:EE2-5TNUX","EE2-5TNUX","Relay_SMD:Relay_DPDT_Kemet_EE2_NUX_DoubleCoil","General purpose signal relay, Kemet EE2 Series, DPDT (2 Form C), double coil latching, high solder joint reliability SMD, 60W/125VA, 220VDC/250VAC, 2A, 5V DC coil","signal relay double pole double throw DPDT DC coil double dual coil latching","Relay*DPDT*Kemet*EE2*NUX*DoubleCoil*","https://content.kemet.com/datasheets/KEM_R7002_EC2_EE2.pdf"
"Relay:FINDER-30.22","FINDER-30.22","Relay_THT:Relay_DPDT_Finder_30.22","FINDER 30.52, Dual Pole Relay, Subminiature 5mm Pitch, 2A","Dual Pole Relay","Relay*DPDT*Finder*30.22*","http://gfinder.findernet.com/assets/Series/354/S30EN.pdf"
"Relay:FINDER-32.21-x000","FINDER-32.21-x000","Relay_THT:Relay_SPDT_Finder_32.21-x000","FINDER 32.21-x000, Single Pole Relay, 6A","Single Pole Relay","Relay*SPDT*Finder*32.21*x000*","https://gfinder.findernet.com/assets/Series/355/S32EN.pdf"
"Relay:FINDER-32.21-x300","FINDER-32.21-x300","Relay_THT:Relay_SPST_Finder_32.21-x300","FINDER 32.21-x300, Single Pole Relay SPST-NO, 6A","Single Pole Relay SPST-NO","Relay*SPST*Finder*32.21*x300*","http://gfinder.findernet.com/assets/Series/355/S32EN.pdf"
"Relay:FINDER-34.51","FINDER-34.51","Relay_THT:Relay_SPDT_Finder_34.51_Vertical","Ultra-slim 1 Pole - 6A SPDT relay","Single Pole Relay SPDT","Relay*SPDT*Finder*34.51*","https://gfinder.findernet.com/public/attachments/34/EN/S34USAEN.pdf"
"Relay:FINDER-34.51.7xxx.x019","FINDER-34.51.7xxx.x019","Relay_THT:Relay_SPDT_Finder_34.51_Horizontal","Ultra-slim 1 Pole - 6A SPDT relay","Single Pole Relay SPDT","Relay*SPDT*Finder*34.51*Horizontal*","https://gfinder.findernet.com/public/attachments/34/EN/S34USAEN.pdf"
"Relay:FINDER-36.11","FINDER-36.11","Relay_THT:Relay_SPDT_Finder_36.11","FINDER 36.11, SPDT relay, 10A","spdt relay","Relay*SPDT*Finder*36.11*","https://gfinder.findernet.com/public/attachments/36/EN/S36EN.pdf"
"Relay:FINDER-40.11","FINDER-40.11","Relay_THT:Relay_SPDT_Finder_40.11","PCB SPDT relay, 10A","Single Pole Relay SPDT Finder","Relay*SPDT*Finder*40.11*","https://www.finder-relais.net/de/finder-relais-serie-40.pdf"
"Relay:FINDER-40.11-2016","FINDER-40.11-2016","Relay_THT:Relay_SPDT_Finder_40.11","PCB SPDT relay, 16A","Single Pole Relay SPDT Finder","Relay*SPDT*Finder*40.11*","https://www.finder-relais.net/de/finder-relais-serie-40.pdf"
"Relay:FINDER-40.31","FINDER-40.31","Relay_THT:Relay_SPDT_Finder_40.31","FINDER 40.31, Single Pole Relay, 3.5mm Pitch, 10A","Single Pole Relay","Relay*SPDT*Finder*40.31*","http://gfinder.findernet.com/assets/Series/353/S40EN.pdf"
"Relay:FINDER-40.41","FINDER-40.41","Relay_THT:Relay_SPDT_Finder_40.41","PCB SPDT relay, 10A","Single Pole Relay SPDT Finder","Relay*SPDT*Finder*40.41*","https://www.finder-relais.net/de/finder-relais-serie-40.pdf"
"Relay:FINDER-40.51","FINDER-40.51","Relay_THT:Relay_SPDT_Finder_40.51","FINDER 40.51, Single Pole Relay, 5mm Pitch, 10A","Single Pole Relay","Relay*SPDT*Finder*40.51*","http://gfinder.findernet.com/assets/Series/353/S40EN.pdf"
"Relay:FINDER-40.52","FINDER-40.52","Relay_THT:Relay_DPDT_Finder_40.52","FINDER 40.52, Dual Pole Relay, 5mm Pitch, 10A","Dual Pole Relay","Relay*DPDT*Finder*40.52*","http://gfinder.findernet.com/assets/Series/353/S40EN.pdf"
"Relay:FINDER-41.52","FINDER-41.52","Relay_THT:Relay_DPDT_Finder_40.52","FINDER 41.52, Dual Pole Relay, 5mm Pitch, 8A","Dual Pole Relay","Relay*DPDT*Finder*40.52*","http://gfinder.findernet.com/assets/Series/357/S41EN.pdf"
"Relay:FINDER-44.52","FINDER-44.52","Relay_THT:Relay_DPDT_Finder_40.52","FINDER 44.52, Dual Pole Relay, 5mm Pitch, 6A","Dual Pole Relay","Relay*DPDT*Finder*40.52*","http://gfinder.findernet.com/assets/Series/359/S44EN.pdf"
"Relay:FINDER-44.62","FINDER-44.62","Relay_THT:Relay_DPDT_Finder_40.52","FINDER 44.62, Dual Pole Relay, 5mm Pitch, 10A","Dual Pole Relay","Relay*DPDT*Finder*40.52*","http://gfinder.findernet.com/assets/Series/359/S44EN.pdf"
"Relay:FRT5","FRT5","Relay_THT:Relay_DPDT_FRT5","FORWARD INDUSTRIAL, Miniature Dual Pole Relay, DIP-like package","relay monostable","Relay*DPDT*FRT5*","https://www.elpro.org/de/index.php?controller=attachment&id_attachment=8663"
"Relay:FRT5_separated","FRT5_separated","Relay_THT:Relay_DPDT_FRT5","FORWARD INDUSTRIAL, Miniature Dual Pole Relay, DIP-like package, separate subsymbols","relay monostable","Relay*DPDT*FRT5*","https://www.elpro.org/de/index.php?controller=attachment&id_attachment=8663"
"Relay:Fujitsu_FTR-F1A","Fujitsu_FTR-F1A","Relay_THT:Relay_DPST_Fujitsu_FTR-F1A","Fujitsu Low Profile Power Relay","double pole single throw relay","*Relay*DPST*Fujitsu*FTR*F1A*","https://www.fcl.fujitsu.com/downloads/MICRO/fcai/relays/ftr-f1.pdf"
"Relay:Fujitsu_FTR-F1C","Fujitsu_FTR-F1C","Relay_THT:Relay_DPDT_Fujitsu_FTR-F1C","Fujitsu Low Profile Power Relay","double pole double throw relay","*Relay*DPDT*Fujitsu*FTR*F1C*","https://www.fcl.fujitsu.com/downloads/MICRO/fcai/relays/ftr-f1.pdf"
"Relay:Fujitsu_FTR-LYAA005x","Fujitsu_FTR-LYAA005x","Relay_THT:Relay_SPST-NO_Fujitsu_FTR-LYAA005x_FormA_Vertical","Relay, SPST Form A, vertical mount, 5-60V coil, 6A, 250VAC, 28 x 5 x 15mm","6A SPST-NO Relay","Relay*Fujitsu*FTR?LYA*","https://www.fujitsu.com/sg/imagesgig5/ftr-ly.pdf"
"Relay:Fujitsu_FTR-LYCA005x","Fujitsu_FTR-LYCA005x","Relay_THT:Relay_SPDT_Fujitsu_FTR-LYCA005x_FormC_Vertical","Relay, SPDT Form C, vertical mount, 5-60V coil, 6A, 250VAC, 28 x 5 x 15mm","6A SPDT Relay","Relay*Fujitsu*FTR?LYC*","https://www.fujitsu.com/sg/imagesgig5/ftr-ly.pdf"
"Relay:G2RL-1","G2RL-1","Relay_THT:Relay_SPDT_Omron_G2RL-1","General Purpose Low Profile Relay SPDT Through Hole, Omron G2RL series, 12A 250VAC","Single Pole Relay SPDT Omron","Relay?SPDT?Omron?G2RL*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-1-E","G2RL-1-E","Relay_THT:Relay_SPDT_Omron_G2RL-1-E","General Purpose Low Profile Relay SPDT Through Hole High Capacity, Omron G2RL series, 16A 250VAC","Single Pole Relay SPDT Omron High Capacity","Relay?SPDT?Omron?G2RL*E*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-1-H","G2RL-1-H","Relay_THT:Relay_SPDT_Omron_G2RL-1","General Purpose Low Profile Relay SPDT Through Hole, Omron G2RL series, High Sensitivity, 10A 250VAC","Single Pole Relay SPDT Omron High Sensitivity","Relay?SPDT?Omron?G2RL*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-1A","G2RL-1A","Relay_THT:Relay_SPST_Omron_G2RL-1A","General Purpose Low Profile Relay SPST Through Hole, Omron G2RL series, Normally Open, 12A 250VAC","Single Pole Relay SPST Omron NO","Relay?SPST?Omron?G2RL*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-1A-E","G2RL-1A-E","Relay_THT:Relay_SPST_Omron_G2RL-1A-E","General Purpose Low Profile Relay SPST Through Hole High Capacity, Omron G2RL series, Normally Open, 16A 250VAC","Single Pole Relay SPST Omron NO High Capacity","Relay?SPST?Omron?G2RL*E*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-1A-H","G2RL-1A-H","Relay_THT:Relay_SPST_Omron_G2RL-1A","General Purpose Low Profile Relay SPST Through Hole, Omron G2RL series, Normally Open, High Sensitivity, 10A 250VAC","Single Pole Relay SPST Omron NO High Sensitivity","Relay?SPST?Omron?G2RL*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-2","G2RL-2","Relay_THT:Relay_DPDT_Omron_G2RL-2","General Purpose Low Profile Relay DPDT Through Hole, Omron G2RL series, 8A 250VAC","Dual Pole Relay Omron DPDT","Relay?DPDT?Omron?G2RL*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G2RL-2A","G2RL-2A","Relay_THT:Relay_DPST_Omron_G2RL-2A","General Purpose Low Profile Relay DPST Through Hole, Omron G2RL series, Normally Open,  8A 250VAC","Dual Pole Relay Omron DPST NO","Relay?DPST?Omron?G2RL*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g2rl.pdf"
"Relay:G5LE-1","G5LE-1","Relay_THT:Relay_SPDT_Omron-G5LE-1","Omron G5LE relay, Miniature Single Pole, SPDT, 10A","Miniature Single Pole Relay","Relay*SPDT*Omron*G5LE?1*","http://www.omron.com/ecb/products/pdf/en-g5le.pdf"
"Relay:G5NB","G5NB","Relay_THT:Relay_SPST_Omron_G5NB","PCB Power Relay, SPST-NO, 7A (250 VAC), 5A (30 VDC)","Omron G5NB Relay SPST-NO","Relay?SPST*Omron*G5NB*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g5nb_el.pdf"
"Relay:G5Q-1","G5Q-1","Relay_THT:Relay_SPDT_Omron-G5Q-1","Omron G5G relay, Miniature Single Pole, SPDT, 10A","Miniature Single Pole Relay","Relay*SPDT*Omron*G5Q*","https://www.omron.com/ecb/products/pdf/en-g5q.pdf"
"Relay:G5Q-1A","G5Q-1A","Relay_THT:Relay_SPST_Omron-G5Q-1A","Omron G5Q relay, Miniature Single Pole, SPST-NO, 10A","Miniature Single Pole Relay","Relay*SPST*Omron*G5Q*","https://www.omron.com/ecb/products/pdf/en-g5q.pdf"
"Relay:G5V-1","G5V-1","Relay_THT:Relay_SPDT_Omron_G5V-1","Ultra-miniature, Highly Sensitive SPDT Relay for Signal Circuits","Single Pole Relay SPDT","Relay*SPDT*Omron*G5V?1*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_1.pdf"
"Relay:G5V-2","G5V-2","Relay_THT:Relay_DPDT_Omron_G5V-2","Relay Miniature Omron DPDT","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G5V*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_2.pdf"
"Relay:G5V-2_Split","G5V-2_Split","Relay_THT:Relay_DPDT_Omron_G5V-2","Relay Miniature Omron DPDT","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G5V*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g5v_2.pdf"
"Relay:G6A","G6A","Relay_THT:Relay_DPDT_Omron_G6A","Industry-Standard 2-pole relay, designed to switch 2A Signal Loads, Single-side Stable","Relay Dual Pole DPDT 2-Form-C Omron","Relay*DPDT*Omron*G6A*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6a.pdf"
"Relay:G6AK","G6AK","Relay_THT:Relay_DPDT_Omron_G6AK","Industry-Standard 2-pole relay, designed to switch 2A Signal Loads, Double-winding Latching","2P2T double dual pole throw DPDT 2-Form-C bistable Omron","Relay?DPDT*Omron*G6AK*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6a.pdf"
"Relay:G6AU","G6AU","Relay_THT:Relay_DPDT_Omron_G6A","Industry-Standard 2-pole relay, designed to switch 2A Signal Loads, Single-winding Latching","2P2T double dual pole throw DPDT 2-Form-C bistable Omron","Relay?DPDT*Omron*G6A*","https://omronfs.omron.com/en_US/ecb/products/pdf/en-g6a.pdf"
"Relay:G6E","G6E","Relay_THT:Relay_SPDT_Omron_G6E","Omron Subminiature Sensitive SPDT Signal Switching Relay, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*Omron*G6E*","https://www.omron.com/ecb/products/pdf/en-g6e.pdf"
"Relay:G6EU","G6EU","Relay_THT:Relay_SPDT_Omron_G6E","Omron G6E relay, Subminiature, Sensitive SPDT Signal Switching Relay, Single-winding latching","Single Pole Relay SPDT","Relay*SPDT*Omron*G6E*","https://www.omron.com/ecb/products/pdf/en-g6e.pdf"
"Relay:G6H-2","G6H-2","","Omron Ultracompact, Ultrasensitive DPDT Relay, Single-side Stable","relay monostable","Relay*Omron*G6H?2*","http://cdn-reichelt.de/documents/datenblatt/C300/G6H%23OMR.pdf"
"Relay:G6HU-2","G6HU-2","Relay_THT:Relay_DPDT_Omron_G6H-2","Omron Ultracompact, Ultrasensitive DPDT Relay, Single-winding Latching","relay monostable","Relay*Omron*G6H?2*","http://cdn-reichelt.de/documents/datenblatt/C300/G6H%23OMR.pdf"
"Relay:G6K-2","G6K-2","","Miniature 2-pole relay, Single-side Stable","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G6K?2*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf"
"Relay:G6KU-2","G6KU-2","","Miniature 2-pole relay, Single-winding Latching","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G6K?2*Y*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6k.pdf"
"Relay:G6S-2","G6S-2","","Compact, Industry-Standard 2-pole relay, designed to switch 2A Signal Loads, Single-side Stable","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G6S?2*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6s.pdf"
"Relay:G6SK-2","G6SK-2","","Compact, Industry-Standard 2-pole relay, designed to switch 2A Signal Loads, Double-winding Latching","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G6SK?2*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6s.pdf"
"Relay:G6SU-2","G6SU-2","","Compact, Industry-Standard 2-pole relay, designed to switch 2A Signal Loads, Single-winding Latching","Miniature Relay Dual Pole DPDT Omron","Relay*DPDT*Omron*G6S?2*","http://omronfs.omron.com/en_US/ecb/products/pdf/en-g6s.pdf"
"Relay:HF115F-2Z-x4","HF115F-2Z-x4","Relay_THT:Relay_DPDT_Hongfa_HF115F-2Z-x4","Monostable relay DPDT, 29x12.7mm body size, 5mm pitch, 8A, EN50005","2-Form-C","Relay?DPDT*","https://source.hongfa.com//pdf/web/viewer.html?file=/Uploads/Product/PDF/HF115F_I_en.pdf"
"Relay:HF3-01","HF3-01","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 3Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN"
"Relay:HF3-02","HF3-02","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 4.5Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-03","HF3-03","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 5Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-04","HF3-04","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 6Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-05","HF3-05","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 9Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-06","HF3-06","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 12Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-07","HF3-07","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_75ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 75ohm, 24Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*75ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-51","HF3-51","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 3Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98000&DocType=SS&DocLang=EN"
"Relay:HF3-52","HF3-52","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 4.5Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-53","HF3-53","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 5Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-54","HF3-54","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 6Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-55","HF3-55","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 9Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-56","HF3-56","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 12Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HF3-57","HF3-57","Relay_SMD:Relay_SPDT_AXICOM_HF3Series_50ohms_Pitch1.27mm","AXICOM HF3 relay, 3GHz, SPDT RF Switching Relay, 50ohm, 24Vdc, Single-Side Stable","Single Pole Relay SPDT","Relay*SPDT*AXICOM*HF3Series*50ohms*Pitch1.27mm*","http://hiqsdr.com/images/3/3e/Axicom-HF3.pdf"
"Relay:HK19F-DCxxV-SHC","HK19F-DCxxV-SHC","Relay_THT:Relay_DPDT_Finder_30.22","HuiKe 19F monostable relay, DPDT, 1A","12V DC Relay DPDT","Relay*DPDT*Finder*30.22*","https://www.lcsc.com/datasheet/lcsc_datasheet_1810201512_Ningbo-Keke-New-Era-Appliance-HK19F-DC12V-SHG_C42803.pdf"
"Relay:HONGFA_HFD2-0xx-x-L2-x","HONGFA_HFD2-0xx-x-L2-x","Relay_THT:Relay_DPDT_Omron_G6AK","Bistable miniature DPDT relay, 3A, 125VAC, THT","HONGFA set-reset polarized","Relay*DPDT*Omron*G6AK*","https://source_cn.hongfa.com/Api/DownloadPdf/323"
"Relay:IM00","IM00","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC, THT package","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM01","IM01","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM02","IM02","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM03","IM03","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries* Relay*2P2T*10x6mm*TE*IMxxG*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
"Relay:IM04","IM04","","IM Relay, standard version, monostable, switching current 2/5A, power 60W/62.5VA, voltage 220VDC/250VAC","relay monostable","Relay*DPDT*AXICOM*IMSeries*","http://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=108-98001&DocType=SS&DocLang=EN"
