"Footprint"
"MyLib_LED_SMD:LED-APA102-2020"
"MyLib_LED_SMD:LED-L1T2_LUMILEDS"
"MyLib_LED_SMD:LED_01005_0402Metric"
"MyLib_LED_SMD:LED_01005_0402Metric_Pad0.57x0.30mm_HandSolder"
"MyLib_LED_SMD:LED_0201_0603Metric"
"MyLib_LED_SMD:LED_0201_0603Metric_Pad0.64x0.40mm_HandSolder"
"MyLib_LED_SMD:LED_0402_1005Metric"
"MyLib_LED_SMD:LED_0402_1005Metric_Pad0.77x0.64mm_HandSolder"
"MyLib_LED_SMD:LED_0603_1608Metric"
"MyLib_LED_SMD:LED_0603_1608Metric_Pad1.05x0.95mm_HandSolder"
"MyLib_LED_SMD:LED_0805_2012Metric"
"MyLib_LED_SMD:LED_0805_2012Metric_Pad1.15x1.40mm_HandSolder"
"MyLib_LED_SMD:LED_1206_3216Metric"
"MyLib_LED_SMD:LED_1206_3216Metric_Pad1.42x1.75mm_HandSolder"
"MyLib_LED_SMD:LED_1206_3216Metric_ReverseMount_Hole1.8x2.4mm"
"MyLib_LED_SMD:LED_1210_3225Metric"
"MyLib_LED_SMD:LED_1210_3225Metric_Pad1.42x2.65mm_HandSolder"
"MyLib_LED_SMD:LED_1812_4532Metric"
"MyLib_LED_SMD:LED_1812_4532Metric_Pad1.30x3.40mm_HandSolder"
"MyLib_LED_SMD:LED_1W_3W_R8"
"MyLib_LED_SMD:LED_2010_5025Metric"
"MyLib_LED_SMD:LED_2010_5025Metric_Pad1.52x2.65mm_HandSolder"
"MyLib_LED_SMD:LED_2512_6332Metric"
"MyLib_LED_SMD:LED_2512_6332Metric_Pad1.52x3.35mm_HandSolder"
"MyLib_LED_SMD:LED_ASMB-KTF0-0A306"
"MyLib_LED_SMD:LED_Avago_PLCC4_3.2x2.8mm_CW"
"MyLib_LED_SMD:LED_Avago_PLCC6_3x2.8mm"
"MyLib_LED_SMD:LED_CSP_Samsung_LH181B_2.36x2.36mm"
"MyLib_LED_SMD:LED_Cree-PLCC4_2x2mm_CW"
"MyLib_LED_SMD:LED_Cree-PLCC4_3.2x2.8mm_CCW"
"MyLib_LED_SMD:LED_Cree-PLCC4_5x5mm_CW"
"MyLib_LED_SMD:LED_Cree-PLCC6_4.7x1.5mm"
"MyLib_LED_SMD:LED_Cree-XB"
"MyLib_LED_SMD:LED_Cree-XH"
"MyLib_LED_SMD:LED_Cree-XHP35"
"MyLib_LED_SMD:LED_Cree-XHP50_12V_HighDensity"
"MyLib_LED_SMD:LED_Cree-XHP50_12V_HighIntensity"
"MyLib_LED_SMD:LED_Cree-XHP50_3V_HighDensity"
"MyLib_LED_SMD:LED_Cree-XHP50_3V_HighIntensity"
"MyLib_LED_SMD:LED_Cree-XHP50_6V_HighDensity"
"MyLib_LED_SMD:LED_Cree-XHP50_6V_HighIntensity"
"MyLib_LED_SMD:LED_Cree-XHP70_12V"
"MyLib_LED_SMD:LED_Cree-XHP70_6V"
"MyLib_LED_SMD:LED_Cree-XP"
"MyLib_LED_SMD:LED_Cree-XP-G"
"MyLib_LED_SMD:LED_Cree-XQ"
"MyLib_LED_SMD:LED_Cree-XQ_HandSoldering"
"MyLib_LED_SMD:LED_Dialight_591"
"MyLib_LED_SMD:LED_Everlight-SMD3528_3.5x2.8mm_67-21ST"
"MyLib_LED_SMD:LED_Foshan-NTD3528_3.5x2.8mm"
"MyLib_LED_SMD:LED_Inolux_IN-P55TATRGB_PLCC6_5.0x5.5mm_P1.8mm"
"MyLib_LED_SMD:LED_Inolux_IN-PI554FCH_PLCC4_5.0x5.0mm_P3.2mm"
"MyLib_LED_SMD:LED_Kingbright_AAA3528ESGCT"
"MyLib_LED_SMD:LED_Kingbright_APA1606_1.6x0.6mm_Horizontal"
"MyLib_LED_SMD:LED_Kingbright_APDA3020VBCD"
"MyLib_LED_SMD:LED_Kingbright_APFA3010_3x1.5mm_Horizontal"
"MyLib_LED_SMD:LED_Kingbright_APHBM2012_2x1.25mm"
"MyLib_LED_SMD:LED_Kingbright_KPA-3010_3x2x1mm"
"MyLib_LED_SMD:LED_Kingbright_KPBD-3224"
"MyLib_LED_SMD:LED_LiteOn_LTST-C19HE1WT"
"MyLib_LED_SMD:LED_LiteOn_LTST-C235KGKRKT"
"MyLib_LED_SMD:LED_LiteOn_LTST-C295K_1.6x0.8mm"
"MyLib_LED_SMD:LED_LiteOn_LTST-E563C_PLCC4_5.0x5.0mm_P3.2mm"
"MyLib_LED_SMD:LED_LiteOn_LTST-E563C_PLCC4_5.0x5.0mm_P3.2mm_HandSoldering"
"MyLib_LED_SMD:LED_LiteOn_LTST-S326"
"MyLib_LED_SMD:LED_Lumex_SML-LX0303SIUPGUSB"
"MyLib_LED_SMD:LED_Lumex_SML-LX0404SIUPGUSB"
"MyLib_LED_SMD:LED_Luminus_MP-3030-1100_3.0x3.0mm"
"MyLib_LED_SMD:LED_OPSCO_SK6812_PLCC4_5.0x5.0mm_P3.1mm"
"MyLib_LED_SMD:LED_Osram_Lx_P47F_D2mm_ReverseMount"
"MyLib_LED_SMD:LED_PLCC-2_3.4x3.0mm_AK"
"MyLib_LED_SMD:LED_PLCC-2_3.4x3.0mm_KA"
"MyLib_LED_SMD:LED_PLCC-2_3x2mm_AK"
"MyLib_LED_SMD:LED_PLCC-2_3x2mm_KA"
"MyLib_LED_SMD:LED_PLCC_2835"
"MyLib_LED_SMD:LED_PLCC_2835_Handsoldering"
"MyLib_LED_SMD:LED_RGB_1210"
"MyLib_LED_SMD:LED_RGB_5050-6"
"MyLib_LED_SMD:LED_RGB_Cree-PLCC-6_6x5mm_P2.1mm"
"MyLib_LED_SMD:LED_RGB_Everlight_EASV3015RGBA0_Horizontal"
"MyLib_LED_SMD:LED_RGB_Getian_GT-P6PRGB4303"
"MyLib_LED_SMD:LED_RGB_Lumex_SML-LXT0805SIUGUBW"
"MyLib_LED_SMD:LED_RGB_PLCC-6"
"MyLib_LED_SMD:LED_RGB_Wuerth-PLCC4_3.2x2.8mm_150141M173100"
"MyLib_LED_SMD:LED_RGB_Wuerth_150080M153000"
"MyLib_LED_SMD:LED_ROHM_SMLVN6"
"MyLib_LED_SMD:LED_SK6805_PLCC4_2.4x2.7mm_P1.3mm"
"MyLib_LED_SMD:LED_SK6812MINI_PLCC4_3.5x3.5mm_P1.75mm"
"MyLib_LED_SMD:LED_SK6812_EC15_1.5x1.5mm"
"MyLib_LED_SMD:LED_SK6812_PLCC4_5.0x5.0mm_P3.2mm"
"MyLib_LED_SMD:LED_WS2812B-2020_PLCC4_2.0x2.0mm"
"MyLib_LED_SMD:LED_WS2812B-Mini_PLCC4_3.5x3.5mm"
"MyLib_LED_SMD:LED_WS2812B_PLCC4_5.0x5.0mm_P3.2mm"
"MyLib_LED_SMD:LED_WS2812_PLCC6_5.0x5.0mm_P1.6mm"
"MyLib_LED_SMD:LED_Wurth_150044M155260"
"MyLib_LED_SMD:LED_Yuji_5730"
"MyLib_LED_SMD:LED_miniPLCC_2315"
"MyLib_LED_SMD:LED_miniPLCC_2315_Handsoldering"
"MyLib_LED_THT:LED_BL-FL7680RGB"
"MyLib_LED_THT:LED_D1.8mm_W1.8mm_H2.4mm_Horizontal_O1.27mm_Z1.6mm"
"MyLib_LED_THT:LED_D1.8mm_W1.8mm_H2.4mm_Horizontal_O1.27mm_Z4.9mm"
"MyLib_LED_THT:LED_D1.8mm_W1.8mm_H2.4mm_Horizontal_O1.27mm_Z8.2mm"
"MyLib_LED_THT:LED_D1.8mm_W1.8mm_H2.4mm_Horizontal_O3.81mm_Z1.6mm"
"MyLib_LED_THT:LED_D1.8mm_W1.8mm_H2.4mm_Horizontal_O3.81mm_Z4.9mm"
