Package_Type:Footprint
Package_BGA:BGA-672_27.0x27.0mm_Layout26x26_P1.0mm_Ball0.6mm_Pad0.5mm_NSMD
Package_BGA:BGA-676_27.0x27.0mm_Layout26x26_P1.0mm_Ball0.6mm_Pad0.5mm_NSMD
Package_BGA:BGA-68_5.0x5.0mm_Layout9x9_P0.5mm_Ball0.3mm_Pad0.25mm_NSMD
Package_BGA:BGA-81_4.496x4.377mm_Layout9x9_P0.4mm_Ball0.25mm_Pad0.2mm_NSMD
Package_BGA:BGA-90_8.0x13.0mm_Layout2x3x15_P0.8mm
Package_BGA:BGA-96_9.0x13.0mm_Layout2x3x16_P0.8mm
Package_BGA:BGA-9_1.6x1.6mm_Layout3x3_P0.5mm
Package_BGA:EPC_BGA-4_0.9x0.9mm_Layout2x2_P0.45mm
Package_BGA:FB-BGA-484_23.0x23.0mm_Layout22x22_P1.0mm
Package_BGA:FBGA-78_7.5x10.5mm_Layout9x13_P0.8mm
Package_BGA:FBGA-78_7.5x10.6mm_Layout9x13_P0.8mm
Package_BGA:FBGA-78_7.5x11mm_Layout2x3x13_P0.8mm
Package_BGA:FBGA-78_8x10.5mm_Layout9x13_P0.8mm
Package_BGA:FBGA-78_9x10.5mm_Layout9x13_P0.8mm
Package_BGA:FBGA-78_9x10.6mm_Layout9x13_P0.8mm
Package_BGA:FBGA-96_7.5x13.5mm_Layout9x16_P0.8mm
Package_BGA:FBGA-96_7.5x13mm_Layout9x16_P0.8mm
Package_BGA:FBGA-96_8x13mm_Layout9x16_P0.8mm
Package_BGA:FBGA-96_8x14mm_Layout9x16_P0.8mm
Package_BGA:FBGA-96_9x13mm_Layout9x16_P0.8mm
Package_BGA:FBGA-96_9x14mm_Layout9x16_P0.8mm
Package_BGA:FCPBGA-780_23x23mm_Layout28x28_P0.8mm
Package_BGA:Fujitsu_WLP-15_2.28x3.092mm_Layout3x5_P0.4mm
Package_BGA:Infineon_LFBGA-292_17x17mm_Layout20x20_P0.8mm
Package_BGA:Infineon_TFBGA-48_6x10mm_Layout6x8_P0.75mm
Package_BGA:LFBGA-100_10x10mm_Layout10x10_P0.8mm
Package_BGA:LFBGA-144_10x10mm_Layout12x12_P0.8mm
Package_BGA:LFBGA-153_11.5x13mm_Layout14x14_P0.5mm
Package_BGA:LFBGA-169_12x16mm_Layout14x28_P0.5mm
Package_BGA:LFBGA-169_12x18mm_Layout14x28_P0.5mm
Package_BGA:LFBGA-169_14x18mm_Layout14x28_P0.5mm
Package_BGA:LFBGA-289_14x14mm_Layout17x17_P0.8mm
Package_BGA:LFBGA-400_16x16mm_Layout20x20_P0.8mm
Package_BGA:LFBGA-484_18x18mm_Layout22x22_P0.8mm
Package_BGA:Lattice_caBGA-381_17x17mm_Layout20x20_P0.8mm
Package_BGA:Lattice_caBGA-381_17x17mm_Layout20x20_P0.8mm_SMD
Package_BGA:Lattice_caBGA-756_27x27mm_Layout32x32_P0.8mm
Package_BGA:Lattice_iCE40_csBGA-132_8x8mm_Layout14x14_P0.5mm
Package_BGA:Linear_BGA-133_15.0x15.0mm_Layout12x12_P1.27mm
Package_BGA:MAPBGA-272_9x9mm_Layout17x17_P0.5mm
Package_BGA:MAPBGA-289_14x14mm_Layout17x17_P0.8mm
Package_BGA:Maxim_WLP-12
Package_BGA:Maxim_WLP-12_2.008x1.608mm_Layout4x3_P0.4mm
Package_BGA:Maxim_WLP-9_1.595x1.415_Layout3x3_P0.4mm_Ball0.27mm_Pad0.25mm_NSMD
Package_BGA:Microchip_FCG1152_BGA-1152_35x35mm_Layout34x34_P1.0mm
Package_BGA:Microchip_FCSG325_BGA-325_11x11mm_Layout21x21_P0.5mm
Package_BGA:Microchip_FCSG536_BGA-536_16x16mm_Layout30x30_P0.5mm
Package_BGA:Microchip_FCVG484_BGA-484_19x19mm_Layout22x22_P0.8mm
Package_BGA:Microchip_FCVG784_BGA-784_23x23mm_Layout28x28_P0.8mm
Package_BGA:Microchip_TFBGA-196_11x11mm_Layout14x14_P0.75mm_SMD
Package_BGA:Micron_FBGA-78_7.5x10.6mm_Layout9x13_P0.8mm
Package_BGA:Micron_FBGA-78_8x10.5mm_Layout9x13_P0.8mm
Package_BGA:Micron_FBGA-78_9x10.5mm_Layout9x13_P0.8mm
Package_BGA:Micron_FBGA-96_7.5x13.5mm_Layout9x16_P0.8mm
Package_BGA:Micron_FBGA-96_8x14mm_Layout9x16_P0.8mm
Package_BGA:Micron_FBGA-96_9x14mm_Layout9x16_P0.8mm
Package_BGA:NXP_SOT1982-1_VFBGA-98_7x7mm_Layout13x13_P0.5mm
Package_BGA:NXP_SOT2162-1_VFBGA-59_4x4mm_Layout9x9_P0.4mm
Package_BGA:NXP_TFBGA-50_5x5mm_Layout9x9_P0.5mm
Package_BGA:NXP_VFBGA-42_2.6x3mm_Layout6x7_P0.4mm
Package_BGA:ST_LFBGA-354_16x16mm_Layout19x19_P0.8mm
Package_BGA:ST_LFBGA-448_18x18mm_Layout22x22_P0.8mm
Package_BGA:ST_TFBGA-169_7x7mm_Layout13x13_P0.5mm
Package_BGA:ST_TFBGA-225_13x13mm_Layout15x15_P0.8mm
Package_BGA:ST_TFBGA-257_10x10mm_Layout19x19_P0.5mmP0.65mm
Package_BGA:ST_TFBGA-320_11x11mm_Layout21x21_P0.5mm
Package_BGA:ST_TFBGA-361_12x12mm_Layout23x23_P0.5mmP0.65mm
Package_BGA:ST_TFBGA-436_18x18mm_Layout22x22_P0.8mm
Package_BGA:ST_UFBGA-121_6x6mm_Layout11x11_P0.5mm
Package_BGA:ST_UFBGA-129_7x7mm_Layout13x13_P0.5mm
Package_BGA:ST_UFBGA-59_5x5mm_Layout8x8_P0.5mm
Package_BGA:ST_UFBGA-73_5x5mm_Layout9x9_P0.5mm
Package_BGA:ST_UFBGA-81_5x5mm_Layout9x9_P0.5mm
Package_BGA:ST_VFBGA-361_10x10mm_Layout19x19_P0.5mm
Package_BGA:ST_VFBGA-424_14x14mm_Layout27x27_P0.5mmP0.5x0.5mm_Stagger
Package_BGA:ST_uTFBGA-36_3.6x3.6mm_Layout6x6_P0.5mm
Package_BGA:TFBGA-100_5.5x5.5mm_Layout10x10_P0.5mm
Package_BGA:TFBGA-100_8x8mm_Layout10x10_P0.8mm
Package_BGA:TFBGA-100_9.0x9.0mm_Layout10x10_P0.8mm
Package_BGA:TFBGA-121_10x10mm_Layout11x11_P0.8mm
Package_BGA:TFBGA-169_9x9mm_Layout13x13_P0.65mm
Package_BGA:TFBGA-216_13x13mm_Layout15x15_P0.8mm
Package_BGA:TFBGA-225_10x10mm_Layout15x15_P0.65mm
Package_BGA:TFBGA-256_13x13mm_Layout16x16_P0.8mm
Package_BGA:TFBGA-265_14x14mm_Layout17x17_P0.8mm
Package_BGA:TFBGA-289_9x9mm_Layout17x17_P0.5mm
Package_BGA:TFBGA-324_12x12mm_Layout18x18_P0.65mm
Package_BGA:TFBGA-361_13x13mm_Layout19x19_P0.65mm
Package_BGA:TFBGA-48_6x10mm_Layout6x8_P0.75mm
Package_BGA:TFBGA-49_3x3mm_Layout7x7_P0.4mm
Package_BGA:TFBGA-576_16x16mm_Layout24x24_P0.65mm
Package_BGA:TFBGA-644_19x19mm_Layout28x28_P0.65mm
Package_BGA:TFBGA-64_5x5mm_Layout8x8_P0.5mm
Package_BGA:TFBGA-81_5x5mm_Layout9x9_P0.5mm
Package_BGA:Texas_BGA-289_15x15mm_Layout17x17_P0.8mm
Package_BGA:Texas_DSBGA-10_1.36x1.86mm_Layout3x4_P0.5mm
Package_BGA:Texas_DSBGA-12_1.36x1.86mm_Layout3x4_P0.5mm
Package_BGA:Texas_DSBGA-12_2.11x1.61mm_Layout4x3_P0.5mm
Package_BGA:Texas_DSBGA-16_2.39x2.39mm_Layout4x4_P0.5mm
Package_BGA:Texas_DSBGA-28_1.9x3mm_Layout4x7_P0.4mm
Package_BGA:Texas_DSBGA-49_3.33x3.488mm_Layout7x7_P0.4mm
Package_BGA:Texas_DSBGA-5_0.822x1.116mm_Layout2x1x2_P0.4mm
Package_BGA:Texas_DSBGA-5_0.8875x1.3875mm_Layout2x3_P0.5mm
Package_BGA:Texas_DSBGA-5_1.5855x1.6365mm_Layout3x2_P0.5mm
Package_BGA:Texas_DSBGA-64_3.415x3.535mm_Layout8x8_P0.4mm
Package_BGA:Texas_DSBGA-6_0.704x1.054mm_Layout2x3_P0.35mm
Package_BGA:Texas_DSBGA-6_0.757x1.01mm_Layout2x3_P0.35mm
Package_BGA:Texas_DSBGA-6_0.76x1.16mm_Layout2x3_P0.4mm
Package_BGA:Texas_DSBGA-6_0.855x1.255mm_Layout2x3_P0.4mm_LevelB
Package_BGA:Texas_DSBGA-6_0.855x1.255mm_Layout2x3_P0.4mm_LevelC
Package_BGA:Texas_DSBGA-6_0.95x1.488mm_Layout2x3_P0.4mm
Package_BGA:Texas_DSBGA-6_0.9x1.4mm_Layout2x3_P0.5mm
Package_BGA:Texas_DSBGA-8_0.705x1.468mm_Layout2x4_P0.4mm
Package_BGA:Texas_DSBGA-8_0.9x1.9mm_Layout2x4_P0.5mm
Package_BGA:Texas_DSBGA-8_1.43x1.41mm_Layout3x3_P0.5mm
Package_BGA:Texas_DSBGA-8_1.5195x1.5195mm_Layout3x3_P0.5mm
Package_BGA:Texas_DSBGA-9_1.4715x1.4715mm_Layout3x3_P0.5mm
Package_BGA:Texas_DSBGA-9_1.62x1.58mm_Layout3x3_P0.5mm
Package_BGA:Texas_MicroStar_Junior_BGA-113_7x7mm_Layout12x12_P0.5mm
Package_BGA:Texas_MicroStar_Junior_BGA-12_2.0x2.5mm_Layout4x3_P0.5mm
Package_BGA:Texas_MicroStar_Junior_BGA-80_5.0x5.0mm_Layout9x9_P0.5mm
Package_BGA:Texas_PicoStar_BGA-4_0.758x0.758mm_Layout2x2_P0.4mm
Package_BGA:Texas_YFP0020_DSBGA-20_1.588x1.988mm_Layout4x5_P0.4mm
Package_BGA:UCBGA-36_2.5x2.5mm_Layout6x6_P0.4mm
Package_BGA:UCBGA-49_3x3mm_Layout7x7_P0.4mm
Package_BGA:UCBGA-81_4x4mm_Layout9x9_P0.4mm
Package_BGA:UFBGA-100_7x7mm_Layout12x12_P0.5mm
Package_BGA:UFBGA-132_7x7mm_Layout12x12_P0.5mm
Package_BGA:UFBGA-132_7x7mm_P0.5mm
Package_BGA:UFBGA-144_10x10mm_Layout12x12_P0.8mm
Package_BGA:UFBGA-144_7x7mm_Layout12x12_P0.5mm
Package_BGA:UFBGA-15_3.0x3.0mm_Layout4x4_P0.65mm
Package_BGA:UFBGA-169_7x7mm_Layout13x13_P0.5mm
Package_BGA:UFBGA-201_10x10mm_Layout15x15_P0.65mm
Package_BGA:UFBGA-32_4.0x4.0mm_Layout6x6_P0.5mm
Package_BGA:UFBGA-64_5x5mm_Layout8x8_P0.5mm
Package_BGA:VFBGA-100_7.0x7.0mm_Layout10x10_P0.65mm
Package_BGA:VFBGA-49_5.0x5.0mm_Layout7x7_P0.65mm
Package_BGA:VFBGA-86_6x6mm_Layout10x10_P0.55mm
Package_BGA:WLP-4_0.728x0.728mm_Layout2x2_P0.35mm
Package_BGA:WLP-4_0.83x0.83mm_P0.4mm
Package_BGA:WLP-4_0.86x0.86mm_P0.4mm
Package_BGA:WLP-9_1.468x1.448mm_Layout3x3_P0.4mm
Package_BGA:XBGA-121_10x10mm_Layout11x11_P0.8mm
Package_BGA:XFBGA-121_8x8mm_Layout11x11_P0.65mm
Package_BGA:XFBGA-36_3.5x3.5mm_Layout6x6_P0.5mm
Package_BGA:XFBGA-64_5.0x5.0mm_Layout8x8_P0.5mm
Package_BGA:Xilinx_CLG225
Package_BGA:Xilinx_CLG400
Package_BGA:Xilinx_CLG484_CLG485
Package_BGA:Xilinx_CPG236
Package_BGA:Xilinx_CPG238
Package_BGA:Xilinx_CPGA196
Package_BGA:Xilinx_CSG324
Package_BGA:Xilinx_CSG325
Package_BGA:Xilinx_CSGA225
Package_BGA:Xilinx_CSGA324
Package_BGA:Xilinx_FBG484
Package_BGA:Xilinx_FBG676
Package_BGA:Xilinx_FBG900
Package_BGA:Xilinx_FFG1156
Package_BGA:Xilinx_FFG1157_FFG1158
Package_BGA:Xilinx_FFG1761
Package_BGA:Xilinx_FFG1926_FFG1927_FFG1928_FFG1930
Package_BGA:Xilinx_FFG676
Package_BGA:Xilinx_FFG900_FFG901
Package_BGA:Xilinx_FFV1761
Package_BGA:Xilinx_FGG484
Package_BGA:Xilinx_FGG676
Package_BGA:Xilinx_FGGA484
Package_BGA:Xilinx_FGGA676
Package_BGA:Xilinx_FHG1761
Package_BGA:Xilinx_FLG1925_FLG1926_FLG1928_FLG1930
Package_BGA:Xilinx_FTG256
Package_BGA:Xilinx_FTGB196
Package_BGA:Xilinx_RB484
Package_BGA:Xilinx_RB676
Package_BGA:Xilinx_RF1156
Package_BGA:Xilinx_RF1157_RF1158
Package_BGA:Xilinx_RF1761
Package_BGA:Xilinx_RF1930
Package_BGA:Xilinx_RF676
Package_BGA:Xilinx_RF900
Package_BGA:Xilinx_RFG676
Package_BGA:Xilinx_RS484
Package_BGA:Xilinx_SBG484
Package_BGA:Xilinx_SBG485
Package_BGA:csBGA-64_5x5mm_Layout8x8_P0.5mm
Package_BGA:ucBGA-64_4x4mm_Layout8x8_P0.4mm
Package_CSP:Analog_LFCSP-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm
Package_CSP:Analog_LFCSP-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm_ThermalVias
Package_CSP:Analog_LFCSP-16-1EP_4x4mm_P0.65mm_EP2.35x2.35mm
Package_CSP:Analog_LFCSP-16-1EP_4x4mm_P0.65mm_EP2.35x2.35mm_ThermalVias
Package_CSP:Analog_LFCSP-8-1EP_3x3mm_P0.5mm_EP1.53x1.85mm
Package_CSP:Analog_LFCSP-UQ-10_1.3x1.6mm_P0.4mm
Package_CSP:Anpec_WLCSP-20_1.76x2.03mm_Layout4x5_P0.4mm
Package_CSP:Dialog_WLCSP-34_4.54x1.66mm_Layout17x4_P0.25x0.34mm
Package_CSP:DiodesInc_GEA20_WLCSP-20_1.7x2.1mm_Layout4x5_P0.4mm
Package_CSP:Efinix_WLCSP-64_3.5353x3.3753mm_Layout8x8_P0.4mm
Package_CSP:Efinix_WLCSP-80_4.4567x3.5569mm_Layout10x8_P0.4mm
Package_CSP:LFCSP-10_2x2mm_P0.5mm
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.3x1.3mm
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.3x1.3mm_ThermalVias
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.5x1.5mm
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.6x1.6mm
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.6x1.6mm_ThermalVias
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.7x1.7mm
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.7x1.7mm_ThermalVias
Package_CSP:LFCSP-16-1EP_3x3mm_P0.5mm_EP1.854x1.854mm
Package_CSP:LFCSP-16-1EP_4x4mm_P0.65mm_EP2.1x2.1mm
Package_CSP:LFCSP-16-1EP_4x4mm_P0.65mm_EP2.4x2.4mm
Package_CSP:LFCSP-16-1EP_4x4mm_P0.65mm_EP2.4x2.4mm_ThermalVias
Package_CSP:LFCSP-16-1EP_4x4mm_P0.65mm_EP2.6x2.6mm
Package_CSP:LFCSP-16-1EP_4x4mm_P0.65mm_EP2.6x2.6mm_ThermalVias
Package_CSP:LFCSP-16_3x3mm_P0.5mm
Package_CSP:LFCSP-20-1EP_4x4mm_P0.5mm_EP2.1x2.1mm
Package_CSP:LFCSP-20-1EP_4x4mm_P0.5mm_EP2.1x2.1mm_ThermalVias
Package_CSP:LFCSP-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm
Package_CSP:LFCSP-20-1EP_4x4mm_P0.5mm_EP2.5x2.5mm_ThermalVias
Package_CSP:LFCSP-20-1EP_4x4mm_P0.5mm_EP2.6x2.6mm
Package_CSP:LFCSP-20-1EP_4x4mm_P0.5mm_EP2.6x2.6mm_ThermalVias
Package_CSP:LFCSP-24-1EP_4x4mm_P0.5mm_EP0.5x0.5mm
Package_CSP:LFCSP-24-1EP_4x4mm_P0.5mm_EP2.3x2.3mm
Package_CSP:LFCSP-24-1EP_4x4mm_P0.5mm_EP2.3x2.3mm_ThermalVias
Package_CSP:LFCSP-24-1EP_4x4mm_P0.5mm_EP2.5x2.5mm
Package_CSP:LFCSP-24-1EP_4x4mm_P0.5mm_EP2.5x2.5mm_ThermalVias
Package_CSP:LFCSP-28-1EP_5x5mm_P0.5mm_EP3.14x3.14mm
Package_CSP:LFCSP-28-1EP_5x5mm_P0.5mm_EP3.14x3.14mm_ThermalVias
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.1x3.1mm_ThermalVias
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.25x3.25mm
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.5x3.5mm
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.5x3.5mm_ThermalVias
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.6x3.6mm
Package_CSP:LFCSP-32-1EP_5x5mm_P0.5mm_EP3.6x3.6mm_ThermalVias
Package_CSP:LFCSP-40-1EP_6x6mm_P0.5mm_EP3.9x3.9mm
Package_CSP:LFCSP-40-1EP_6x6mm_P0.5mm_EP3.9x3.9mm_ThermalVias
Package_CSP:LFCSP-40-1EP_6x6mm_P0.5mm_EP4.65x4.65mm
Package_CSP:LFCSP-40-1EP_6x6mm_P0.5mm_EP4.65x4.65mm_ThermalVias
Package_CSP:LFCSP-40-1EP_6x6mm_P0.5mm_EP4.6x4.6mm
Package_CSP:LFCSP-40-1EP_6x6mm_P0.5mm_EP4.6x4.6mm_ThermalVias
Package_CSP:LFCSP-48-1EP_7x7mm_P0.5mm_EP4.1x4.1mm
Package_CSP:LFCSP-48-1EP_7x7mm_P0.5mm_EP4.1x4.1mm_ThermalVias
Package_CSP:LFCSP-56-1EP_8x8mm_P0.5mm_EP6.6x6.6mm
Package_CSP:LFCSP-56-1EP_8x8mm_P0.5mm_EP6.6x6.6mm_ThermalVias
Package_CSP:LFCSP-6-1EP_2x2mm_P0.65mm_EP1x1.6mm
Package_CSP:LFCSP-64-1EP_9x9mm_P0.5mm_EP5.21x5.21mm
Package_CSP:LFCSP-64-1EP_9x9mm_P0.5mm_EP5.21x5.21mm_ThermalVias
Package_CSP:LFCSP-72-1EP_10x10mm_P0.5mm_EP5.3x5.3mm
Package_CSP:LFCSP-72-1EP_10x10mm_P0.5mm_EP5.3x5.3mm_ThermalVias
Package_CSP:LFCSP-72-1EP_10x10mm_P0.5mm_EP6.15x6.15mm
Package_CSP:LFCSP-8-1EP_3x2mm_P0.5mm_EP1.6x1.65mm
Package_CSP:LFCSP-8-1EP_3x3mm_P0.5mm_EP1.45x1.74mm
Package_CSP:LFCSP-8-1EP_3x3mm_P0.5mm_EP1.6x2.34mm
Package_CSP:LFCSP-8-1EP_3x3mm_P0.5mm_EP1.6x2.34mm_ThermalVias
Package_CSP:LFCSP-8_2x2mm_P0.5mm
Package_CSP:LFCSP-VQ-24-1EP_4x4mm_P0.5mm_EP2.642x2.642mm
Package_CSP:LFCSP-VQ-48-1EP_7x7mm_P0.5mm
Package_CSP:LFCSP-WD-10-1EP_3x3mm_P0.5mm_EP1.64x2.38mm
Package_CSP:LFCSP-WD-10-1EP_3x3mm_P0.5mm_EP1.64x2.38mm_ThermalVias
Package_CSP:LFCSP-WD-8-1EP_3x3mm_P0.65mm_EP1.6x2.44mm
Package_CSP:LFCSP-WD-8-1EP_3x3mm_P0.65mm_EP1.6x2.44mm_ThermalVias
Package_CSP:Macronix_WLCSP-12_2.02x2.09mm_Layout4x4_P0.5mm
Package_CSP:Maxim_WLCSP-35_2.998x2.168mm_Layout7x5_P0.4mm
Package_CSP:NXP_SOT1444-5_WLCSP-49_3.44x3.44mm_Layout7x7_P0.4mm
Package_CSP:NXP_SOT1450-2_WLCSP-100_5.07x5.07mm_Layout10x10_P0.5mm
Package_CSP:Nexperia_WLCSP-15_2.37x1.17mm_Layout6x3_P0.4mmP0.8mm
Package_CSP:OnSemi_ODCSP36_BGA-36_6.13x6.13mm_Layout6x6_P1.0mm
Package_CSP:OnSemi_ODCSP36_BGA-36_6.13x6.13mm_Layout6x6_P1.0mm_ManualAssembly
Package_CSP:OnSemi_ODCSP8_BGA-8_3.16x3.16mm_Layout3x3_P1.26mm
Package_CSP:OnSemi_ODCSP8_BGA-8_3.16x3.16mm_Layout3x3_P1.26mm_ManualAssembly
Package_CSP:ST_WLCSP-100_4.437x4.456mm_Layout10x10_P0.4mm
Package_CSP:ST_WLCSP-100_4.4x4.38mm_Layout10x10_P0.4mm_Offcenter
Package_CSP:ST_WLCSP-100_Die422
Package_CSP:ST_WLCSP-100_Die446
Package_CSP:ST_WLCSP-100_Die452
Package_CSP:ST_WLCSP-100_Die461
Package_CSP:ST_WLCSP-101_3.86x3.79mm_Layout11x19_P0.35mm_Stagger
Package_CSP:ST_WLCSP-104_Die437
Package_CSP:ST_WLCSP-115_3.73x4.15mm_Layout11x21_P0.35mm_Stagger
Package_CSP:ST_WLCSP-115_4.63x4.15mm_Layout21x11_P0.4mm_Stagger
Package_CSP:ST_WLCSP-12_1.7x1.42mm_Layout4x6_P0.35mm_Stagger
Package_CSP:ST_WLCSP-132_4.57x4.37mm_Layout12x11_P0.35mm
Package_CSP:ST_WLCSP-143_Die419
Package_CSP:ST_WLCSP-143_Die449
Package_CSP:ST_WLCSP-144_Die470
Package_CSP:ST_WLCSP-150_5.38x5.47mm_Layout13x23_P0.4mm_Stagger
Package_CSP:ST_WLCSP-156_4.96x4.64mm_Layout13x12_P0.35mm
Package_CSP:ST_WLCSP-168_Die434
Package_CSP:ST_WLCSP-180_Die451
Package_CSP:ST_WLCSP-18_1.86x2.14mm_Layout7x5_P0.4mm_Stagger
Package_CSP:ST_WLCSP-19_1.643x2.492mm_Layout4x11_P0.35mm_Stagger
Package_CSP:ST_WLCSP-208_5.38x5.47mm_Layout26x16_P0.35mm_Stagger
Package_CSP:ST_WLCSP-208_5.8x5.6mm_Layout26x16_P0.35mm_Stagger
Package_CSP:ST_WLCSP-20_1.94x2.4mm_Layout4x5_P0.4mm
Package_CSP:ST_WLCSP-25_2.33x2.24mm_Layout5x5_P0.4mm
Package_CSP:ST_WLCSP-25_2.3x2.48mm_Layout5x5_P0.4mm
Package_CSP:ST_WLCSP-25_Die425
Package_CSP:ST_WLCSP-25_Die444
Package_CSP:ST_WLCSP-25_Die457
Package_CSP:ST_WLCSP-27_2.34x2.55mm_Layout9x6_P0.4mm_Stagger
Package_CSP:ST_WLCSP-36_2.58x3.07mm_Layout6x6_P0.4mm
Package_CSP:ST_WLCSP-36_2.652x2.592mm_Layout7x12_P0.4mm_Stagger_Offcenter
Package_CSP:ST_WLCSP-36_2.83x2.99mm_Layout7x13_P0.4mm_Stagger_Offcenter
Package_CSP:ST_WLCSP-36_Die417
Package_CSP:ST_WLCSP-36_Die440
Package_CSP:ST_WLCSP-36_Die445
Package_CSP:ST_WLCSP-36_Die458
Package_CSP:ST_WLCSP-39_2.76x2.78mm_Layout11x7_P0.4mm_Stagger
Package_CSP:ST_WLCSP-41_2.98x2.76mm_Layout13x7_P0.4mm_Stagger
Package_CSP:ST_WLCSP-42_2.93x2.82mm_Layout12x7_P0.4mm_Stagger
Package_CSP:ST_WLCSP-49_3.14x3.14mm_Layout7x7_P0.4mm_Offcenter
Package_CSP:ST_WLCSP-49_3.15x3.13mm_Layout7x7_P0.4mm
