"Footprint"
"MyLib_Capacitor_SMD:CP_Elec_10x10"
"MyLib_Capacitor_SMD:CP_Elec_10x10.5"
"MyLib_Capacitor_SMD:CP_Elec_10x12.5"
"MyLib_Capacitor_SMD:CP_Elec_10x12.6"
"MyLib_Capacitor_SMD:CP_Elec_10x14.3"
"MyLib_Capacitor_SMD:CP_Elec_10x7.7"
"MyLib_Capacitor_SMD:CP_Elec_10x7.9"
"MyLib_Capacitor_SMD:CP_Elec_16x17.5"
"MyLib_Capacitor_SMD:CP_Elec_16x22"
"MyLib_Capacitor_SMD:CP_Elec_18x17.5"
"MyLib_Capacitor_SMD:CP_Elec_18x22"
"MyLib_Capacitor_SMD:CP_Elec_3x5.3"
"MyLib_Capacitor_SMD:CP_Elec_3x5.4"
"MyLib_Capacitor_SMD:CP_Elec_4x3"
"MyLib_Capacitor_SMD:CP_Elec_4x3.9"
"MyLib_Capacitor_SMD:CP_Elec_4x4.5"
"MyLib_Capacitor_SMD:CP_Elec_4x5.3"
"MyLib_Capacitor_SMD:CP_Elec_4x5.4"
"MyLib_Capacitor_SMD:CP_Elec_4x5.7"
"MyLib_Capacitor_SMD:CP_Elec_4x5.8"
"MyLib_Capacitor_SMD:CP_Elec_5x3"
"MyLib_Capacitor_SMD:CP_Elec_5x3.9"
"MyLib_Capacitor_SMD:CP_Elec_5x4.4"
"MyLib_Capacitor_SMD:CP_Elec_5x4.5"
"MyLib_Capacitor_SMD:CP_Elec_5x5.3"
"MyLib_Capacitor_SMD:CP_Elec_5x5.4"
"MyLib_Capacitor_SMD:CP_Elec_5x5.7"
"MyLib_Capacitor_SMD:CP_Elec_5x5.8"
"MyLib_Capacitor_SMD:CP_Elec_5x5.9"
"MyLib_Capacitor_SMD:CP_Elec_6.3x3"
"MyLib_Capacitor_SMD:CP_Elec_6.3x3.9"
"MyLib_Capacitor_SMD:CP_Elec_6.3x4.5"
"MyLib_Capacitor_SMD:CP_Elec_6.3x4.9"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.2"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.3"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.4"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.4_Nichicon"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.7"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.8"
"MyLib_Capacitor_SMD:CP_Elec_6.3x5.9"
"MyLib_Capacitor_SMD:CP_Elec_6.3x7.7"
"MyLib_Capacitor_SMD:CP_Elec_6.3x9.9"
"MyLib_Capacitor_SMD:CP_Elec_8x10"
"MyLib_Capacitor_SMD:CP_Elec_8x10.5"
"MyLib_Capacitor_SMD:CP_Elec_8x11.9"
"MyLib_Capacitor_SMD:CP_Elec_8x5.4"
"MyLib_Capacitor_SMD:CP_Elec_8x6.2"
"MyLib_Capacitor_SMD:CP_Elec_8x6.5"
"MyLib_Capacitor_SMD:CP_Elec_8x6.7"
"MyLib_Capacitor_SMD:CP_Elec_8x6.9"
"MyLib_Capacitor_SMD:CP_Elec_CAP-XX_DMF3Zxxxxxxxx3D"
"MyLib_Capacitor_SMD:C_01005_0402Metric"
"MyLib_Capacitor_SMD:C_01005_0402Metric_Pad0.57x0.30mm_HandSolder"
"MyLib_Capacitor_SMD:C_0201_0603Metric"
"MyLib_Capacitor_SMD:C_0201_0603Metric_Pad0.64x0.40mm_HandSolder"
"MyLib_Capacitor_SMD:C_0402_1005Metric"
"MyLib_Capacitor_SMD:C_0402_1005Metric_Pad0.74x0.62mm_HandSolder"
"MyLib_Capacitor_SMD:C_0504_1310Metric"
"MyLib_Capacitor_SMD:C_0504_1310Metric_Pad0.83x1.28mm_HandSolder"
"MyLib_Capacitor_SMD:C_0603_1608Metric"
"MyLib_Capacitor_SMD:C_0603_1608Metric_Pad1.08x0.95mm_HandSolder"
"MyLib_Capacitor_SMD:C_0805_2012Metric"
