"Footprint"
"MyLib_Fuse:FuseHolder_Blade_ATO_Littelfuse_FLR_178.6165"
"MyLib_Fuse:Fuse_0402_1005Metric"
"MyLib_Fuse:Fuse_0402_1005Metric_Pad0.77x0.64mm_HandSolder"
"MyLib_Fuse:Fuse_0603_1608Metric"
"MyLib_Fuse:Fuse_0603_1608Metric_Pad1.05x0.95mm_HandSolder"
"MyLib_Fuse:Fuse_0805_2012Metric"
"MyLib_Fuse:Fuse_0805_2012Metric_Pad1.15x1.40mm_HandSolder"
"MyLib_Fuse:Fuse_1206_3216Metric"
"MyLib_Fuse:Fuse_1206_3216Metric_Pad1.42x1.75mm_HandSolder"
"MyLib_Fuse:Fuse_1210_3225Metric"
"MyLib_Fuse:Fuse_1210_3225Metric_Pad1.42x2.65mm_HandSolder"
"MyLib_Fuse:Fuse_1812_4532Metric"
"MyLib_Fuse:Fuse_1812_4532Metric_Pad1.30x3.40mm_HandSolder"
"MyLib_Fuse:Fuse_2010_5025Metric"
"MyLib_Fuse:Fuse_2010_5025Metric_Pad1.52x2.65mm_HandSolder"
"MyLib_Fuse:Fuse_2512_6332Metric"
"MyLib_Fuse:Fuse_2512_6332Metric_Pad1.52x3.35mm_HandSolder"
"MyLib_Fuse:Fuse_2920_7451Metric"
"MyLib_Fuse:Fuse_2920_7451Metric_Pad2.10x5.45mm_HandSolder"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0005FF_L8.3mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0008FF_L8.3mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0012FF_L8.3mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0016FF_L9.9mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0025FF_L9.6mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0033FF_L11.4mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0040FF_L11.5mm_W3.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0055FF_L14.0mm_W4.1mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0075FF_L11.5mm_W4.8mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0100FF_L18.7mm_W5.1mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0125FF_L21.2mm_W5.3mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0150FF_L23.4mm_W5.3mm"
"MyLib_Fuse:Fuse_BelFuse_0ZRE0200FF_L24.9mm_W6.1mm"
"MyLib_Fuse:Fuse_Blade_ATO_directSolder"
"MyLib_Fuse:Fuse_Blade_Mini_directSolder"
"MyLib_Fuse:Fuse_Bourns_MF-RG1000"
"MyLib_Fuse:Fuse_Bourns_MF-RG1100"
"MyLib_Fuse:Fuse_Bourns_MF-RG300"
"MyLib_Fuse:Fuse_Bourns_MF-RG400"
"MyLib_Fuse:Fuse_Bourns_MF-RG500"
"MyLib_Fuse:Fuse_Bourns_MF-RG600"
"MyLib_Fuse:Fuse_Bourns_MF-RG650"
"MyLib_Fuse:Fuse_Bourns_MF-RG700"
"MyLib_Fuse:Fuse_Bourns_MF-RG800"
"MyLib_Fuse:Fuse_Bourns_MF-RG900"
"MyLib_Fuse:Fuse_Bourns_MF-RHT050"
"MyLib_Fuse:Fuse_Bourns_MF-RHT070"
