Symbol,Value,Footprint,Description,Tags,Footprint_Filter,Datasheet
Transistor_Array:A2982,A2982,MyLib_Package_SO:SOIC-20W_7.5x12.8mm_P1.27mm,"8-Channel Source Driver, TTL DTL, PMOS or CMOS compatible, 500mA 50V output, SOIC-20W",relays solenoids lamps steppers servos LEDs,SOIC*20W*7.5x12.8mm*P1.27mm*,https://www.allegromicro.com/~/media/Files/Datasheets/A2981-2-Datasheet.ashx
Transistor_Array:MC1413BD,MC1413BD,MyLib_Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,"High Voltage, High Current Darlington Transistor Arrays,  TTL/CMOS-compatible, SOIC-16",darlington transistor array,SOIC*3.9x9.9mm*P1.27mm*,http://www.onsemi.com/pub_link/Collateral/MC1413-D.PDF
Transistor_Array:MC1413BP,MC1413BP,MyLib_Package_DIP:DIP-16_W7.62mm,"High Voltage, High Current Darlington Transistor Arrays,  TTL/CMOS-compatible, PDIP-16",darlington transistor array,DIP*W7.62mm*,http://www.onsemi.com/pub_link/Collateral/MC1413-D.PDF
Transistor_Array:MC1413D,MC1413D,MyLib_Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,"High Voltage, High Current Darlington Transistor Arrays, SOIC-16",darlington transistor array,SOIC*3.9x9.9mm*P1.27mm*,http://www.onsemi.com/pub_link/Collateral/MC1413-D.PDF
Transistor_Array:MC1413P,MC1413P,MyLib_Package_DIP:DIP-16_W7.62mm,"High Voltage, High Current Darlington Transistor Arrays, PDIP-16",darlington transistor array,DIP*W7.62mm*,http://www.onsemi.com/pub_link/Collateral/MC1413-D.PDF
Transistor_Array:NCV1413B,NCV1413B,MyLib_Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,"High Voltage, High Current Darlington Transistor Arrays,  TTL/CMOS-compatible, SOIC-16",darlington transistor array,SOIC*3.9x9.9mm*P1.27mm*,http://www.onsemi.com/pub_link/Collateral/MC1413-D.PDF
Transistor_Array:SN75468,SN75468,,"Higher Voltage, High Current Darlington Transistor Arrays, 5V CMOS/TTL-compatible input, SOIC16/SOIC16W/DIP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/slrs023e/slrs023e.pdf
Transistor_Array:SN75469,SN75469,,"Higher Voltage, High Current Darlington Transistor Arrays, 6-15V CMOS/PMOS-compatible input, SOIC16/SOIC16W/DIP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/slrs023e/slrs023e.pdf
Transistor_Array:TBD62783A,TBD62783A,,"8-Channel Source Type Transistor Array, TTL and CMOS compatible, 500mA, 50V, DIP-18/SOP-18/SSOP-18/SOIC-18W",relays solenoids lamps steppers servos LEDs,DIP*W7.62mm* SOP*7.0x12.5mm*P1.27mm* SSOP*4.4x6.5mm*P0.65mm* SOIC*7.5x11.6mm*P1.27mm*,http://toshiba.semicon-storage.com/info/docget.jsp?did=30523&prodName=TBD62783APG
Transistor_Array:TBD62785AFWG,TBD62785AFWG,MyLib_Package_SO:SOP-18_7.495x11.515mm_P1.27mm,"8-Channel Source Type Transistor Array, TTL and CMOS compatible, 500mA, 50V, SOP-18-18W",relays solenoids lamps steppers servos LEDs,SOP*7.495x11.515mm*P1.27mm*,https://toshiba.semicon-storage.com/info/TBD62785AFWG_datasheet_en_20170530.pdf?did=58399&prodName=TBD62785AFWG
Transistor_Array:TBD62785APG,TBD62785APG,MyLib_Package_DIP:DIP-18_W7.62mm,"8-Channel Source Type Transistor Array, TTL and CMOS compatible, 500mA, 50V, DIP-18-18W",relays solenoids lamps steppers servos LEDs,DIP*W7.62mm*,https://toshiba.semicon-storage.com/info/TBD62785APG_datasheet_en_20170530.pdf?did=58399&prodName=TBD62785APG
Transistor_Array:TPL7407LAD,TPL7407LAD,MyLib_Package_SO:SOIC-16_3.9x9.9mm_P1.27mm,"7-Channel Low Side Driver, CMOS Improvement of Darlington Array, 30V, SOIC-16",Relay Driver,SOIC*3.9x9.9mm*P1.27mm*,https://www.ti.com/lit/gpn/tpl7407la
Transistor_Array:TPL7407LAPW,TPL7407LAPW,MyLib_Package_SO:TSSOP-16_4.4x5mm_P0.65mm,"7-Channel Low Side Driver, CMOS Improvement of Darlington Array, 30V, TSSOP-16",Relay Driver,TSSOP*4.4x5mm*P0.65mm*,https://www.ti.com/lit/gpn/tpl7407la
Transistor_Array:ULN2002,ULN2002,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16/SOIC16W/DIP16/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULN2002A,ULN2002A,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16/SOIC16W/DIP16/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULN2003,ULN2003,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16/SOIC16W/DIP16/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULN2003A,ULN2003A,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16/SOIC16W/DIP16/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULN2004,ULN2004,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16/SOIC16W/DIP16/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULN2004A,ULN2004A,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16/SOIC16W/DIP16/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULN2801A,ULN2801A,,"Darlington Transistor Arrays, SOIC18/DIP18",darlington transistor array,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,http://www.promelec.ru/pdf/1536.pdf
Transistor_Array:ULN2802A,ULN2802A,,"Darlington Transistor Arrays, SOIC18/DIP18",darlington transistor array,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,http://www.promelec.ru/pdf/1536.pdf
Transistor_Array:ULN2803A,ULN2803A,,"Darlington Transistor Arrays, SOIC18/DIP18",Darlington transistor array,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2803a.pdf
Transistor_Array:ULN2804A,ULN2804A,,"Darlington Transistor Arrays, SOIC18/DIP18",darlington transistor array,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,http://www.promelec.ru/pdf/1536.pdf
Transistor_Array:ULN2805A,ULN2805A,,"Darlington Transistor Arrays, SOIC18/DIP18",darlington transistor array,DIP*W7.62mm* SOIC*7.5x11.6mm*P1.27mm*,http://www.promelec.ru/pdf/1536.pdf
Transistor_Array:ULQ2003A,ULQ2003A,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16W/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_Array:ULQ2004A,ULQ2004A,,"High Voltage, High Current Darlington Transistor Arrays, SOIC16W/TSSOP16",darlington transistor array,DIP*W7.62mm* SOIC*3.9x9.9mm*P1.27mm* SSOP*4.4x5.2mm*P0.65mm* TSSOP*4.4x5mm*P0.65mm* SOIC*W*5.3x10.2mm*P1.27mm*,http://www.ti.com/lit/ds/symlink/uln2003a.pdf
Transistor_BJT:2N2219,2N2219,MyLib_Package_TO_SOT_THT:TO-39-3,"800mA Ic, 50V Vce, NPN Transistor, TO-39",NPN Transistor,TO?39*,http://www.onsemi.com/pub_link/Collateral/2N2219-D.PDF
Transistor_BJT:2N2646,2N2646,MyLib_Package_TO_SOT_THT:TO-18-3,"Unijunction Transistor, TO-18",UJT,TO?18*,"http://www.bucek.name/pdf/2n2646,2647.pdf"
Transistor_BJT:2N2647,2N2647,MyLib_Package_TO_SOT_THT:TO-18-3,"Unijunction Transistor, TO-18",UJT,TO?18*,"http://www.bucek.name/pdf/2n2646,2647.pdf"
Transistor_BJT:2N3055,2N3055,MyLib_Package_TO_SOT_THT:TO-3,"15A Ic, 60V Vce, Power NPN Transistor, TO-3",power NPN Transistor,TO?3*,http://www.onsemi.com/pub_link/Collateral/2N3055-D.PDF
Transistor_BJT:2N3904,2N3904,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.2A Ic, 40V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/2N3903-D.PDF
Transistor_BJT:2N3905,2N3905,MyLib_Package_TO_SOT_THT:TO-92_Inline,"-0.2A Ic, -40V Vce, Small Signal PNP Transistor, TO-92",PNP Transistor,TO?92*,https://www.nteinc.com/specs/original/2N3905_06.pdf
Transistor_BJT:2N3906,2N3906,MyLib_Package_TO_SOT_THT:TO-92_Inline,"-0.2A Ic, -40V Vce, Small Signal PNP Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/2N3906-D.PDF
Transistor_BJT:2SA1015,2SA1015,MyLib_Package_TO_SOT_THT:TO-92_Inline,"-0.15A Ic, -50V Vce, Low Noise Audio PNP Transistor, TO-92",Low Noise Audio PNP Transistor,TO?92*,http://www.datasheetcatalog.org/datasheet/toshiba/905.pdf
Transistor_BJT:2SB631,2SB631,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,"-1A Ic, -100V Vce, High Voltage Power PNP Transistor, TO-126",High Voltage Transistor,TO?126*,http://pdf.datasheetcatalog.com/datasheet/sanyo/ds_pdf_e/2SB631.pdf
Transistor_BJT:2SB817,2SB817,MyLib_Package_TO_SOT_THT:TO-3PB-3_Vertical,"-12A Ic, -140V Vce, Silicon Power PNP Transistors, TO-3PB",Power PNP Transistor,TO?3PB*,http://skory.gylcomp.hu/alkatresz/2SB817.pdf
Transistor_BJT:2SC1815,2SC1815,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.15A Ic, 50V Vce, Low Noise Audio NPN Transistor, TO-92",Low Noise Audio NPN Transistor,TO?92*,https://media.digikey.com/pdf/Data%20Sheets/Toshiba%20PDFs/2SC1815.pdf
Transistor_BJT:2SC1941,2SC1941,MyLib_Package_TO_SOT_THT:TO-92_Inline,"50mA Ic, 160V Vce, Audio High Voltage NPN Transistor, TO-92",Audio High Voltage NPN Transistor,TO?92*,http://rtellason.com/transdata/2sc1941.pdf
Transistor_BJT:2SC1945,2SC1945,MyLib_Package_TO_SOT_THT:TO-220-3_Vertical,"6A Ic, 80V Vce, Silicon 27MHz RF Power NPN Transistors, TO-220",RF Power NPN Transistor,TO?220*,http://rtellason.com/transdata/2sc1945.pdf
Transistor_BJT:2SC4213,2SC4213,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.3A Ic, 20V Vce, NPN Transistor, For Muting and Switching, SOT-323",NPN Transistor,SOT?323*,https://toshiba.semicon-storage.com/info/docget.jsp?did=19305&prodName=2SC4213
Transistor_BJT:2SD1047,2SD1047,MyLib_Package_TO_SOT_THT:TO-3PB-3_Vertical,"12A Ic, 140V Vce, Silicon Power NPN Transistors, TO-3PB",Power NPN Transistor,TO?3PB*,http://www.st.com/resource/en/datasheet/2sd1047.pdf
Transistor_BJT:2SD600,2SD600,MyLib_Package_TO_SOT_THT:TO-126-3_Vertical,"1A Ic, 100V Vce, High Voltage Power NPN Transistor, TO-126",High Voltage Power Transistor,TO?126*,http://pdf.datasheetcatalog.com/datasheet/sanyo/ds_pdf_e/2SB631.pdf
Transistor_BJT:320S14-U,320S14-U,MyLib_Package_SO:SOIC-14_3.9x8.7mm_P1.27mm,"4 Matched PNP Transistors, hfe=75, SOIC-14",dual pair pnp matched transistors,SOIC*3.9x8.7mm*P1.27mm*,https://www.thatcorp.com/datashts/THAT_300-Series_Datasheet.pdf
Transistor_BJT:BC107,BC107,MyLib_Package_TO_SOT_THT:TO-18-3,"0.1A Ic, 50V Vce, Low Noise General Purpose NPN Transistor, TO-18",NPN low noise transistor,TO?18*,http://www.b-kainka.de/Daten/Transistor/BC108.pdf
Transistor_BJT:BC108,BC108,MyLib_Package_TO_SOT_THT:TO-18-3,"0.1A Ic, 30V Vce, Low Noise General Purpose NPN Transistor, TO-18",NPN low noise transistor,TO?18*,http://www.b-kainka.de/Daten/Transistor/BC108.pdf
Transistor_BJT:BC109,BC109,MyLib_Package_TO_SOT_THT:TO-18-3,"0.2A Ic, 25V Vce, Low Noise General Purpose NPN Transistor, TO-18",NPN low noise transistor,TO?18*,http://www.farnell.com/datasheets/296634.pdf
Transistor_BJT:BC140,BC140,MyLib_Package_TO_SOT_THT:TO-39-3,"1A Ic, 40V Vce, NPN Transistor, TO-39",NPN Transistor,TO?39*,http://www.farnell.com/datasheets/296634.pdf
Transistor_BJT:BC141,BC141,MyLib_Package_TO_SOT_THT:TO-39-3,"1A Ic, 60V Vce, NPN Transistor, TO-39",NPN Transistor,TO?39*,http://www.farnell.com/datasheets/296634.pdf
Transistor_BJT:BC160,BC160,MyLib_Package_TO_SOT_THT:TO-39-3,"1A Ic, 40V Vce, Power PNP Transistor, TO-39",power PNP Transistor,TO?39*,http://www.farnell.com/datasheets/1697389.pdf
Transistor_BJT:BC161,BC161,MyLib_Package_TO_SOT_THT:TO-39-3,"1A Ic, 60V Vce, Power PNP Transistor, TO-39",power PNP Transistor,TO?39*,http://www.farnell.com/datasheets/1697389.pdf
Transistor_BJT:BC212,BC212,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.3A Ic, 50V Vce, PNP Transistor, TO-92",PNP Transistor,TO?92*,https://media.digikey.com/pdf/Data%20Sheets/Fairchild%20PDFs/BC212.pdf
Transistor_BJT:BC237,BC237,MyLib_Package_TO_SOT_THT:TO-92_Inline,"100mA Ic, 50V Vce, Epitaxial Silicon NPN Transistor, TO-92",Epitaxial Silicon NPN Transistor,TO?92*,http://www.onsemi.com/pub_link/Collateral/BC237-D.PDF
Transistor_BJT:BC240,BC240,MyLib_Package_TO_SOT_THT:TO-92_Inline,"50mA Ic, 40V Vce, RF Signal NPN Transistor, TO-92",RF NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BF420-D.PDF
Transistor_BJT:BC307,BC307,MyLib_Package_TO_SOT_THT:TO-92_Inline,"100mA Ic, 45V Vce, Epitaxial Silicon PNP Transistor, TO-92",Epitaxial Silicon PNP Transistor,TO?92*,http://www.onsemi.com/pub_link/Collateral/BC307-D.PDF
Transistor_BJT:BC327,BC327,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.8A Ic, 45V Vce, PNP Transistor, TO-92",PNP Transistor,TO?92*,http://www.onsemi.com/pub_link/Collateral/BC327-D.PDF
Transistor_BJT:BC328,BC328,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.8A Ic, 25V Vce, PNP Transistor, TO-92",PNP Transistor,TO?92*,http://www.redrok.com/PNP_BC327_-45V_-800mA_0.625W_Hfe100_TO-92.pdf
Transistor_BJT:BC337,BC337,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.8A Ic, 45V Vce, NPN Transistor, TO-92",NPN Transistor,TO?92*,https://diotec.com/tl_files/diotec/files/pdf/datasheets/bc337.pdf
Transistor_BJT:BC338,BC338,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.8A Ic, 25V Vce, NPN Transistor, TO-92",NPN Transistor,TO?92*,http://diotec.com/tl_files/diotec/files/pdf/datasheets/bc337
Transistor_BJT:BC413,BC413,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,http://www.cdil.com/datasheets/bc413_14_b_c.pdf
Transistor_BJT:BC413B,BC413B,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,http://www.cdil.com/datasheets/bc413_14_b_c.pdf
Transistor_BJT:BC413C,BC413C,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,http://www.cdil.com/datasheets/bc413_14_b_c.pdf
Transistor_BJT:BC414,BC414,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,http://www.cdil.com/datasheets/bc413_14_b_c.pdf
Transistor_BJT:BC414B,BC414B,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,http://www.cdil.com/datasheets/bc413_14_b_c.pdf
Transistor_BJT:BC414C,BC414C,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,http://www.cdil.com/datasheets/bc413_14_b_c.pdf
Transistor_BJT:BC516,BC516,MyLib_Package_TO_SOT_THT:TO-92_Inline,"1A Ic, 30V Vce, Darlington PNP Transistor, TO-92",PNP Darlington Darl Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC516-D.PDF
Transistor_BJT:BC517,BC517,MyLib_Package_TO_SOT_THT:TO-92_Inline,"1A Ic, 30V Vce, Darlington NPN Transistor, TO-92",NPN Darlington Darl Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC517-D74Z-D.PDF
Transistor_BJT:BC546,BC546,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 65V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC550-D.pdf
Transistor_BJT:BC547,BC547,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC550-D.pdf
Transistor_BJT:BC548,BC548,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC550-D.pdf
Transistor_BJT:BC549,BC549,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC550-D.pdf
Transistor_BJT:BC550,BC550,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, Small Signal NPN Transistor, TO-92",NPN Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC550-D.pdf
Transistor_BJT:BC556,BC556,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 65V Vce, PNP Small Signal Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC556BTA-D.pdf
Transistor_BJT:BC557,BC557,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, PNP Small Signal Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC556BTA-D.pdf
Transistor_BJT:BC558,BC558,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, PNP Small Signal Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC556BTA-D.pdf
Transistor_BJT:BC559,BC559,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 30V Vce, PNP Small Signal Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC556BTA-D.pdf
Transistor_BJT:BC560,BC560,MyLib_Package_TO_SOT_THT:TO-92_Inline,"0.1A Ic, 45V Vce, PNP Small Signal Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC556BTA-D.pdf
Transistor_BJT:BC636,BC636,MyLib_Package_TO_SOT_THT:TO-92_Inline,"1A Ic, 45V Vce, PNP Medium Power Transistor, TO-92",PNP Transistor,TO?92*,https://www.onsemi.com/pub/Collateral/BC636-D.pdf
Transistor_BJT:BC807,BC807,MyLib_Package_TO_SOT_SMD:SOT-23,"0.8A Ic, 45V Vce, PNP Transistor, SOT-23",PNP Transistor,SOT?23*,https://www.onsemi.com/pub/Collateral/BC808-D.pdf
Transistor_BJT:BC807W,BC807W,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.8A Ic, 45V Vce, PNP Transistor, SOT-323",PNP transistor,SOT?323*,https://www.onsemi.com/pub/Collateral/BC808-D.pdf
Transistor_BJT:BC808,BC808,MyLib_Package_TO_SOT_SMD:SOT-23,"0.8A Ic, 25V Vce, PNP Transistor, SOT-23",PNP Transistor,SOT?23*,https://www.onsemi.com/pub/Collateral/BC808-D.pdf
Transistor_BJT:BC808W,BC808W,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.8A Ic, 25V Vce, PNP Transistor, SOT-323",PNP transistor,SOT?323*,https://www.onsemi.com/pub/Collateral/BC808-D.pdf
Transistor_BJT:BC817,BC817,MyLib_Package_TO_SOT_SMD:SOT-23,"0.8A Ic, 45V Vce, NPN Transistor, SOT-23",NPN Transistor,SOT?23*,https://www.onsemi.com/pub/Collateral/BC818-D.pdf
Transistor_BJT:BC817W,BC817W,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.8A Ic, 45V Vce, NPN Transistor, SOT-323",NPN Transistor,SOT?323*,https://www.onsemi.com/pub/Collateral/BC818-D.pdf
Transistor_BJT:BC818,BC818,MyLib_Package_TO_SOT_SMD:SOT-23,"0.8A Ic, 25V Vce, NPN Transistor, SOT-23",NPN Transistor,SOT?23*,https://www.onsemi.com/pub/Collateral/BC818-D.pdf
Transistor_BJT:BC818W,BC818W,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.8A Ic, 25V Vce, NPN Transistor, SOT-323",NPN Transistor,SOT?323*,https://www.onsemi.com/pub/Collateral/BC818-D.pdf
Transistor_BJT:BC846,BC846,MyLib_Package_TO_SOT_SMD:SOT-23,"0.1A Ic, 65V Vce, NPN Transistor, SOT-23",NPN Transistor,SOT?23*,https://assets.nexperia.com/documents/data-sheet/BC846_SER.pdf
Transistor_BJT:BC846BDW1,BC846BDW1,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 65V Vce, Dual NPN/NPN Transistors, SOT-363",NPN/NPN Transistor,SOT?363*,http://www.onsemi.com/pub_link/Collateral/BC846BDW1T1-D.PDF
Transistor_BJT:BC846BLP4,BC846BLP4,MyLib_Package_DFN_QFN:Diodes_DFN1006-3,"0.1A Ic, 65V Vce, NPN Transistor, DFN1006-3",NPN Transistor,Diodes*DFN1006*,https://www.diodes.com/datasheet/download/BC846BLP4.pdf
Transistor_BJT:BC846BPDW1,BC846BPDW1,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 65V Vce, Dual NPN/PNP Transistors, SOT-363",NPN/PNP Transistor,SOT?363*,http://www.onsemi.com/pub_link/Collateral/BC846BPDW1T1-D.PDF
Transistor_BJT:BC846BPN,BC846BPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 65V Vce, Dual NPN/PNP Transistors, SOT-363",NPN/PNP Transistor,SOT?363*,https://assets.nexperia.com/documents/data-sheet/BC846BPN.pdf
Transistor_BJT:BC846BS,BC846BS,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 65V Vce, Dual NPN/NPN Transistors, SOT-363",NPN/NPN Transistor,SOT?363*,https://assets.nexperia.com/documents/data-sheet/BC846BS.pdf
Transistor_BJT:BC847,BC847,MyLib_Package_TO_SOT_SMD:SOT-23,"0.1A Ic, 45V Vce, NPN Transistor, SOT-23",NPN Small Signal Transistor,SOT?23*,http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657
Transistor_BJT:BC847BDW1,BC847BDW1,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 45V Vce, Dual NPN/NPN Transistors, SOT-363",NPN/NPN Transistor,SOT?363*,http://www.onsemi.com/pub_link/Collateral/BC846BDW1T1-D.PDF
Transistor_BJT:BC847BPDW1,BC847BPDW1,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 45V Vce, Dual NPN/PNP Transistors, SOT-363",NPN/PNP Transistor,SOT?363*,http://www.onsemi.com/pub_link/Collateral/BC846BPDW1T1-D.PDF
Transistor_BJT:BC847BPN,BC847BPN,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 45V Vce, Dual NPN/PNP Transistors, SOT-363",NPN/PNP Transistor,SOT?363*,https://assets.nexperia.com/documents/data-sheet/BC847BPN.pdf
Transistor_BJT:BC847BS,BC847BS,MyLib_Package_TO_SOT_SMD:SOT-363_SC-70-6,"100mA IC, 45V Vce, Dual NPN/NPN Transistors, SOT-363",NPN/NPN Transistor,SOT?363*,https://assets.nexperia.com/documents/data-sheet/BC847BS.pdf
Transistor_BJT:BC847W,BC847W,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.1A Ic, 45V Vce, NPN Transistor, SOT-323",NPN Small Signal Transistor,SOT?323*,http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657
Transistor_BJT:BC848,BC848,MyLib_Package_TO_SOT_SMD:SOT-23,"0.1A Ic, 30V Vce, NPN Transistor, SOT-23",NPN Small Signal Transistor,SOT?23*,http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657
Transistor_BJT:BC848W,BC848W,MyLib_Package_TO_SOT_SMD:SOT-323_SC-70,"0.1A Ic, 30V Vce, NPN Transistor, SOT-323",NPN Small Signal Transistor,SOT?323*,http://www.infineon.com/dgdl/Infineon-BC847SERIES_BC848SERIES_BC849SERIES_BC850SERIES-DS-v01_01-en.pdf?fileId=db3a304314dca389011541d4630a1657
